,Fungi,Viridiplantae,Unclassified,Rhizaria,Choanoflagellozoa,Amoebozoa,Metazoa,Ichthyosporia
SL1778,88.05046417519638,1.5829564389431088,10.323732444656034,0.040466555582004286,0.0,0.0,0.00238038562247084,0.0
SL1779,89.41212213276621,0.041774267051496276,9.740999544280722,0.8051040559015646,0.0,0.0,0.0,0.0
SL1780,93.76337780384108,1.3517079607095734,4.884914235449347,0.0,0.0,0.0,0.0,0.0
SL1781,91.5678616264472,0.0,5.903891756172409,2.528246617380388,0.0,0.0,0.0,0.0
SL1782,85.30443639655952,4.877772747849706,9.817790855590765,0.0,0.0,0.0,0.0,0.0
SL1783,92.51414331896552,2.0474137931034484,5.438442887931035,0.0,0.0,0.0,0.0,0.0
SL1784,97.59231392522283,0.0,2.4076860747771733,0.0,0.0,0.0,0.0,0.0
SL1785,88.14254401470693,3.0156261047868202,8.841829880506257,0.0,0.0,0.0,0.0,0.0
SL1786,92.58997357549592,2.4973017231754064,4.7601324946964905,0.15259220663217835,0.0,0.0,0.0,0.0
SL1787,88.44475887277444,2.6215462013127384,8.933694925912825,0.0,0.0,0.0,0.0,0.0
SL1788,88.7504359681664,0.44072418275785535,10.80566917150195,0.0031706775737975206,0.0,0.0,0.0,0.0
SL1789,93.14185603396463,0.002557577462627399,6.236652642616913,0.6189337459558306,0.0,0.0,0.0,0.0
SL1790,71.7191418222346,1.3095569796600723,26.971301198105323,0.0,0.0,0.0,0.0,0.0
SL1791,78.69146314138472,0.0,21.30853685861528,0.0,0.0,0.0,0.0,0.0
SL1792,41.57606332086631,0.0,58.415238757936855,0.0,0.0,0.0,0.008697921196833956,0.0
SL1793,93.56613865459782,0.0,6.404717822121649,0.029143523280532126,0.0,0.0,0.0,0.0
SL1794,88.53075585392486,2.998746309701945,8.470497836373195,0.0,0.0,0.0,0.0,0.0
SL1795,90.26505381126034,0.0,9.734946188739661,0.0,0.0,0.0,0.0,0.0
SL1796,10.240726124704025,0.0,89.71981057616416,0.0,0.03946329913180742,0.0,0.0,0.0
SL1797,94.36754684838161,0.2821550255536627,5.339650766609881,0.005323679727427598,0.0,0.005323679727427598,0.0,0.0
SL1798,95.73054496523885,0.9082753980713164,2.8425655976676385,0.5186140390222023,0.0,0.0,0.0,0.0
SL1799,91.11906106822319,0.9634092763446934,7.917529655432122,0.0,0.0,0.0,0.0,0.0
SL1800,87.50967342516638,1.7799102306144559,10.710416344219162,0.0,0.0,0.0,0.0,0.0
SL1801,88.73790879778903,0.4951635191156149,10.766927683095348,0.0,0.0,0.0,0.0,0.0
SL1802,89.5968143354903,2.857142857142857,7.539406006304961,0.00663680106188817,0.0,0.0,0.0,0.0
SL1803,91.60812117305834,0.3287141475990977,8.063164679342572,0.0,0.0,0.0,0.0,0.0
SL1804,80.35257005010206,0.6309148264984227,19.016515123399518,0.0,0.0,0.0,0.0,0.0
SL1805,92.71911663216011,0.0,7.280883367839889,0.0,0.0,0.0,0.0,0.0
SL1806,95.1281365090288,0.3262351696805189,4.545628321290668,0.0,0.0,0.0,0.0,0.0
SL1807,87.24581638775918,0.4133608907260484,12.334155610374024,0.006667111140742716,0.0,0.0,0.0,0.0
SL1808,96.91136330986927,0.0,3.0886366901307283,0.0,0.0,0.0,0.0,0.0
SL1809,93.72592489954275,0.0,6.066232506581682,0.20784259387557158,0.0,0.0,0.0,0.0
SL1810,91.82835082161948,0.27717283706196794,7.89447634131855,0.0,0.0,0.0,0.0,0.0
SL1811,93.74887035554752,0.0,6.251129644452478,0.0,0.0,0.0,0.0,0.0
SL1812,41.5197146819893,0.0,58.410937190410145,0.06934812760055478,0.0,0.0,0.0,0.0
SL1813,88.8208172803638,3.3600707383313333,7.81911198130487,0.0,0.0,0.0,0.0,0.0
SL1814,82.67791752905589,0.0,17.322082470944117,0.0,0.0,0.0,0.0,0.0
SL1815,76.52173913043478,14.47987117552335,8.998389694041869,0.0,0.0,0.0,0.0,0.0
SL1816,89.3783844765343,1.483528880866426,9.138086642599278,0.0,0.0,0.0,0.0,0.0
SL1817,91.70735960934775,0.0653993721660272,8.21852110219742,0.008719916288803628,0.0,0.0,0.0,0.0
SL1818,48.92585551330799,43.01964512040558,8.05449936628644,0.0,0.0,0.0,0.0,0.0
SL1819,96.42489711934157,0.0,3.575102880658436,0.0,0.0,0.0,0.0,0.0
SL1820,69.07331596576107,0.3442500930405657,30.582433941198364,0.0,0.0,0.0,0.0,0.0
SL1821,95.53762454917782,0.0,4.462375450822178,0.0,0.0,0.0,0.0,0.0
SL1822,90.7164146152997,3.300585053537918,5.98300033116238,0.0,0.0,0.0,0.0,0.0
SL1823,94.70110042629126,0.2974125111529692,5.001487062555765,0.0,0.0,0.0,0.0,0.0
SL1824,94.34089076082086,0.0,5.659109239179138,0.0,0.0,0.0,0.0,0.0
SL1825,84.50941213587129,8.197497108002944,7.293090756125776,0.0,0.0,0.0,0.0,0.0
SL1826,93.38576540192015,0.8892195415736706,5.725015056506182,0.0,0.0,0.0,0.0,0.0
SL1827,93.3600246381275,1.2811826301201108,5.3156760086233446,0.043116723129042196,0.0,0.0,0.0,0.0
SL1828,8.095238095238095,0.0,91.9047619047619,0.0,0.0,0.0,0.0,0.0
SL1829,91.63924699282593,0.8171961810237877,7.543556826150278,0.0,0.0,0.0,0.0,0.0
SL1830,93.18992009834051,2.071296865396435,4.6465888137676705,0.09219422249539029,0.0,0.0,0.0,0.0
SL1831,91.32057492257603,1.9614071309457635,6.654490590010323,0.06352735646787898,0.0,0.0,0.0,0.0
SL1832,91.9608695652174,0.4826086956521739,7.543478260869565,0.013043478260869565,0.0,0.0,0.0,0.0
SL1833,86.46799116997792,5.2170713760117735,8.153053715967623,0.16188373804267844,0.0,0.0,0.0,0.0
SL1834,90.64970467969106,0.5179463880054521,8.832348932303498,0.0,0.0,0.0,0.0,0.0
SL1835,87.34174269223608,0.0,12.658257307763918,0.0,0.0,0.0,0.0,0.0
SL1836,43.04848647200643,0.0,56.95151352799357,0.0,0.0,0.0,0.0,0.0
SL1837,91.64280240390433,2.3474367765094986,6.001694026539749,0.008066793046424395,0.0,0.0,0.0,0.0
SL1838,92.44301720827953,0.0,7.556982791720479,0.0,0.0,0.0,0.0,0.0
SL1839,93.6057378830689,0.0,6.394262116931102,0.0,0.0,0.0,0.0,0.0
SL1840,93.75860145062302,0.5579319323042589,5.6834666170727175,0.0,0.0,0.0,0.0,0.0
SL1841,93.36383989944616,0.0,5.907537609489768,0.7286224910640637,0.0,0.0,0.0,0.0
SL1842,89.470664180175,1.6425190073160236,8.876057954382441,0.010758858126524171,0.0,0.0,0.0,0.0
SL1843,70.09184544868332,23.264609003293888,6.643545548022796,0.0,0.0,0.0,0.0,0.0
SL1844,76.31168831168831,1.5962219598583236,22.082644628099175,0.009445100354191263,0.0,0.0,0.0,0.0
SL1845,91.17040736331698,0.5197293922940681,8.309863244388955,0.0,0.0,0.0,0.0,0.0
SL1846,91.0574412532637,1.174934725848564,7.7676240208877285,0.0,0.0,0.0,0.0,0.0
SL1847,86.31923729309236,7.937064982160613,5.743697724747031,0.0,0.0,0.0,0.0,0.0
SL1848,96.9829429372357,0.0,3.012305791799306,0.004751270964983133,0.0,0.0,0.0,0.0
SL1849,88.09118302109262,0.013101008777675881,11.397877636578016,0.4978383335516835,0.0,0.0,0.0,0.0
SL1850,84.1326871657754,7.348763368983957,8.51854946524064,0.0,0.0,0.0,0.0,0.0
SL1851,87.0774190659562,0.7209062821833162,12.201674651860476,0.0,0.0,0.0,0.0,0.0
SL1852,11.343529250394349,0.0,88.63589602907894,0.013716480351141896,0.0,0.0,0.006858240175570948,0.0
SL1853,91.90387242465638,0.5157657029747136,7.577573949650116,0.0,0.0027879227187822355,0.0,0.0,0.0
SL1854,90.8183766407715,1.346102330565229,7.8355210286632735,0.0,0.0,0.0,0.0,0.0
SL1855,91.4836770476747,0.0,8.51632295232529,0.0,0.0,0.0,0.0,0.0
SL1856,37.254901960784316,1.9607843137254901,60.78431372549019,0.0,0.0,0.0,0.0,0.0
SL1857,8.834266244828425,0.02433682161109759,91.14139693356047,0.0,0.0,0.0,0.0,0.0
SL1858,79.29287485178398,0.0,20.70712514821602,0.0,0.0,0.0,0.0,0.0
SL1859,88.84964682139254,0.31281533804238143,10.837537840565085,0.0,0.0,0.0,0.0,0.0
SL1860,8.951772737282537,0.0,91.02620568156793,0.011010790574763268,0.0,0.0,0.011010790574763268,0.0
SL1861,91.72763083849183,0.03751641343087601,8.234852748077284,0.0,0.0,0.0,0.0,0.0
SL1862,25.062972292191436,0.12594458438287154,74.81108312342569,0.0,0.0,0.0,0.0,0.0
SL1863,97.26204006853382,0.342669086837775,2.395290844628408,0.0,0.0,0.0,0.0,0.0
SL1864,91.8295081967213,1.1737704918032787,6.99672131147541,0.0,0.0,0.0,0.0,0.0
SL1865,92.79712325248596,1.2916009246688438,5.364547022346164,0.5467288004990276,0.0,0.0,0.0,0.0
SL1866,92.8869723104857,0.02723558783477077,7.0857921016795276,0.0,0.0,0.0,0.0,0.0
SL1867,91.61352424497653,3.847310792925039,4.539164962098424,0.0,0.0,0.0,0.0,0.0
SL1868,89.80241595655023,0.0,10.183537784436744,0.0140462590130162,0.0,0.0,0.0,0.0
SL1869,85.0330336297253,7.903233818488897,7.043862699319457,0.0,0.01986985246634544,0.0,0.0,0.0
SL1870,96.2776176753122,0.5763688760806917,3.1460134486071087,0.0,0.0,0.0,0.0,0.0
SL1871,88.59718176808627,1.1394946075730144,10.263323624340707,0.0,0.0,0.0,0.0,0.0
SL1872,5.2631578947368425,0.0,94.73684210526316,0.0,0.0,0.0,0.0,0.0
SL1873,94.48429778415431,0.0,4.870078112545832,0.6456241032998565,0.0,0.0,0.0,0.0
SL1874,89.20220082530949,0.5109058754175673,10.286893299272942,0.0,0.0,0.0,0.0,0.0
SL1875,95.16964344997012,0.0,4.830356550029879,0.0,0.0,0.0,0.0,0.0
SL1876,10.671081115497262,0.025467974022666498,89.29071692346874,0.012733987011333249,0.0,0.0,0.0,0.0
SL1877,94.45794178317671,1.3706165482466193,4.1714416685766675,0.0,0.0,0.0,0.0,0.0
SL1878,93.53870345221928,2.0584661568150953,4.402830390965621,0.0,0.0,0.0,0.0,0.0
SL1879,95.27610512066471,0.0,4.723894879335294,0.0,0.0,0.0,0.0,0.0
SL1880,92.89510301932975,0.0,6.58854297641201,0.0,0.5163540042582441,0.0,0.0,0.0
SL1881,91.25739088827369,0.9193752349704365,7.82323387675587,0.0,0.0,0.0,0.0,0.0
SL1882,91.61680911680912,0.0,8.383190883190883,0.0,0.0,0.0,0.0,0.0
SL1883,94.8816402609506,2.374650512581547,2.743709226467847,0.0,0.0,0.0,0.0,0.0
SL1884,91.58856878398704,2.1936827490454704,6.217748466967488,0.0,0.0,0.0,0.0,0.0
SL1885,89.1606924606432,2.227329940349149,8.611977599007643,0.0,0.0,0.0,0.0,0.0
SL1886,95.6979569795698,0.0011250112501125012,4.300918009180092,0.0,0.0,0.0,0.0,0.0
SL1887,96.37115570801907,0.33945710768201,3.2893871842989135,0.0,0.0,0.0,0.0,0.0
SL1888,95.47582940910421,0.7688828584350973,3.7552877324606913,0.0,0.0,0.0,0.0,0.0
SL1889,86.46529495342841,9.461663947797716,4.073041098773878,0.0,0.0,0.0,0.0,0.0
SL1890,97.26403823178016,0.0,2.7359617682198327,0.0,0.0,0.0,0.0,0.0
SL1891,95.46999468932555,0.04779607010090282,4.482209240573553,0.0,0.0,0.0,0.0,0.0
SL1892,87.92427542301893,1.0118947897470263,11.00351817724912,0.0603116099849221,0.0,0.0,0.0,0.0
SL1893,95.90738464604857,0.0,4.051091253363452,0.04152410058798126,0.0,0.0,0.0,0.0
SL1894,94.25623765274018,0.0,5.743762347259823,0.0,0.0,0.0,0.0,0.0
SL1895,87.48783126014062,0.2893455922120065,12.222823147647377,0.0,0.0,0.0,0.0,0.0
SL1896,94.98942123267356,0.0,5.010578767326439,0.0,0.0,0.0,0.0,0.0
SL1897,94.15860338913633,1.494906056417345,4.346490554446322,0.0,0.0,0.0,0.0,0.0
SL1898,90.5377538071066,1.5016920473773265,7.960554145516075,0.0,0.0,0.0,0.0,0.0
SL1899,96.28157025256202,0.16520132161057288,3.5504284034272273,0.0028000224001792015,0.0,0.0,0.0,0.0
SL1900,91.17048997605097,2.2397614134445933,6.589748610504436,0.0,0.0,0.0,0.0,0.0
SL1901,93.62561874936863,0.956325554769842,5.4180556958615345,0.0,0.0,0.0,0.0,0.0
SL1902,74.69036588824808,0.018908953389429894,22.214868740348557,2.993917619993067,0.0,0.08193879802086287,0.0,0.0
SL1903,89.14482352394091,0.6587819509246199,9.813525956008867,0.3828685691256026,0.0,0.0,0.0,0.0
SL1904,92.19749717726759,2.796857357922469,4.5610651110274745,0.4445803537824614,0.0,0.0,0.0,0.0
SL1905,90.9979867702042,4.8009367681498825,3.8045934508402155,0.3964830108057028,0.0,0.0,0.0,0.0
SL1906,94.23065834842072,1.1877717171950137,4.5815699343842615,0.0,0.0,0.0,0.0,0.0
SL1907,94.39465536907284,2.682499592634838,2.9228450382923254,0.0,0.0,0.0,0.0,0.0
SL1908,76.06011372867587,17.84727863525589,6.092607636068237,0.0,0.0,0.0,0.0,0.0
SL1909,89.3042368148089,2.0226601771323707,8.671108274156227,0.001994733902497407,0.0,0.0,0.0,0.0
SL1910,91.95198771487222,1.8709748186219972,6.17703746650579,0.0,0.0,0.0,0.0,0.0
SL1911,95.08939386598188,0.0,4.910606134018121,0.0,0.0,0.0,0.0,0.0
SL1912,86.88192793768093,3.3818926360876422,9.733825986679532,0.0,0.0,0.0,0.0023534395519051094,0.0
SL1913,92.85260163961854,0.0,6.862974736489877,0.28442362389158443,0.0,0.0,0.0,0.0
SL1914,93.1688650056994,4.260978125169625,2.5701568691309777,0.0,0.0,0.0,0.0,0.0
SL1915,54.54545454545455,0.0,45.45454545454545,0.0,0.0,0.0,0.0,0.0
SL1916,33.333333333333336,0.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0
SL1917,88.25768198389487,2.0872561195464927,9.655061896558632,0.0,0.0,0.0,0.0,0.0
SL1918,96.60487846885832,0.17223191026717474,3.2228896208745077,0.0,0.0,0.0,0.0,0.0
SL1919,89.93151801728355,6.337300940268493,3.7311810424479592,0.0,0.0,0.0,0.0,0.0
SL1920,91.42564051240993,1.3485788630904725,7.170736589271417,0.05504403522818255,0.0,0.0,0.0,0.0
SL1921,94.33953574060428,0.976418570375829,4.6840456890198965,0.0,0.0,0.0,0.0,0.0
SL1922,72.20730474953082,0.0,27.789807997690197,0.0028872527789808,0.0,0.0,0.0,0.0
SL1923,90.9599800966733,0.6539664486778505,8.386053454648849,0.0,0.0,0.0,0.0,0.0
SL1924,46.87438277700968,0.0,53.12067943906774,0.004937783922575548,0.0,0.0,0.0,0.0
SL1925,93.7415153816065,2.6621568762798833,3.596327742113619,0.0,0.0,0.0,0.0,0.0
SL1926,94.58280173513651,2.0847154886450627,3.332482776218423,0.0,0.0,0.0,0.0,0.0
SL1927,96.28268345493913,0.0,3.7173165450608634,0.0,0.0,0.0,0.0,0.0
SL1928,94.81974021383759,1.4867014226385085,3.693558363523902,0.0,0.0,0.0,0.0,0.0
SL1929,13.648468708388815,0.0,86.34043497558811,0.0,0.0,0.0,0.011096316023080338,0.0
SL1930,95.08954994848412,1.0500471315518338,3.8604029199640486,0.0,0.0,0.0,0.0,0.0
SL1931,86.08427411580729,5.282663182022665,8.630920502988367,0.0,0.0,0.0,0.0021421991816799124,0.0
SL1932,94.23911051377604,0.9163663021565154,4.8445231840674445,0.0,0.0,0.0,0.0,0.0
SL1933,96.32468316234159,0.0528062764031382,3.6225105612552806,0.0,0.0,0.0,0.0,0.0
SL1934,92.58508366447707,1.4354066985645932,5.979509636958343,0.0,0.0,0.0,0.0,0.0
SL1935,92.20631766757228,1.4395198897043915,6.354162442723329,0.0,0.0,0.0,0.0,0.0
SL1936,16.666666666666668,0.0,83.33333333333333,0.0,0.0,0.0,0.0,0.0
SL1937,94.55805450448536,0.67599166702096,4.676671910207899,0.08928191828578717,0.0,0.0,0.0,0.0
SL1938,9.202453987730062,0.0,90.79754601226993,0.0,0.0,0.0,0.0,0.0
SL1939,92.65954985623162,1.533529431206002,5.806920712562382,0.0,0.0,0.0,0.0,0.0
SL1940,96.20655582764103,0.0,3.793444172358981,0.0,0.0,0.0,0.0,0.0
SL1941,96.42371401165371,0.753053014359547,2.5068361751778836,0.08160460421766955,0.0,0.23479219459118958,0.0,0.0
SL1942,95.80564137900376,0.02667318677899042,4.163239903087422,0.0044455311298317365,0.0,0.0,0.0,0.0
SL1943,90.20152883947186,0.0,2.980464828970736,6.818006331557409,0.0,0.0,0.0,0.0
SL1944,70.8980247400603,1.7132069091831272,21.195299952097834,6.193468398658739,0.0,0.0,0.0,0.0
SL1945,81.12088514540606,13.356923920356849,5.44244810486182,0.07974282937526476,0.0,0.0,0.0,0.0
SL1946,90.01662971175166,6.840354767184036,3.0783444198078342,0.0646711012564671,0.0,0.0,0.0,0.0
SL1947,96.55618311533888,0.04756242568370987,3.396254458977408,0.0,0.0,0.0,0.0,0.0
SL1948,89.65185938736295,3.8600655589465354,6.488075053690516,0.0,0.0,0.0,0.0,0.0
SL1949,94.45195091686199,0.005514959327174962,5.542534123810837,0.0,0.0,0.0,0.0,0.0
SL1950,94.89984307209453,0.8492569002123143,4.2509000276931594,0.0,0.0,0.0,0.0,0.0
SL1951,94.37970317725753,0.3448996655518395,5.2753971571906355,0.0,0.0,0.0,0.0,0.0
SL1952,89.39653531315439,3.033187384986357,7.570277301859255,0.0,0.0,0.0,0.0,0.0
SL1953,93.07259600478363,1.8447978030739247,5.082606192142446,0.0,0.0,0.0,0.0,0.0
SL1954,94.85651916867525,0.0,5.143480831324753,0.0,0.0,0.0,0.0,0.0
SL1955,89.5449818723476,0.0,10.455018127652398,0.0,0.0,0.0,0.0,0.0
SL1956,95.40898120254391,0.02994908655286014,4.561069710903229,0.0,0.0,0.0,0.0,0.0
SL1957,88.82207429157533,3.9579269151097076,7.219998793314965,0.0,0.0,0.0,0.0,0.0
SL1958,91.44522056032191,3.431781945182598,5.1097107281147975,0.013286766380684838,0.0,0.0,0.0,0.0
SL1959,95.61172986276227,1.6174446252033539,2.770825512034372,0.0,0.0,0.0,0.0,0.0
SL1960,95.28261270680854,0.4797343010025217,4.000861061565902,0.23679193062303955,0.0,0.0,0.0,0.0
SL1961,81.31702134723282,0.5228910062746921,17.51767869592643,0.6424089505660503,0.0,0.0,0.0,0.0
SL1962,5.179063360881543,0.0,94.82093663911846,0.0,0.0,0.0,0.0,0.0
SL1963,93.14086582048958,3.0343381686310065,3.8247960108794197,0.0,0.0,0.0,0.0,0.0
SL1964,92.35399202968256,2.5532499656451835,5.092758004672255,0.0,0.0,0.0,0.0,0.0
SL1965,12.542871141597256,0.02449779519843214,87.40813326800588,0.01224889759921607,0.0,0.0,0.01224889759921607,0.0
SL1966,97.75631820792648,0.0,2.243681792073521,0.0,0.0,0.0,0.0,0.0
SL1967,90.51968577139404,1.5943847905917352,7.38158322874541,0.5043462092688142,0.0,0.0,0.0,0.0
SL1968,90.58114975219056,5.8428658064785965,3.575984441330852,0.0,0.0,0.0,0.0,0.0
SL1969,96.2340982985574,0.056819975378010666,3.709081726064585,0.0,0.0,0.0,0.0,0.0
SL1970,78.48432055749129,16.384225530566994,5.12749445676275,0.0039594551789673745,0.0,0.0,0.0,0.0
SL1971,80.55321050802006,2.5127874062670705,16.934002085712866,0.0,0.0,0.0,0.0,0.0
SL1972,69.98546088979354,18.929921488804887,11.08461762140157,0.0,0.0,0.0,0.0,0.0
SL1973,95.5365725374975,0.0018136641456735043,4.4616137983568205,0.0,0.0,0.0,0.0,0.0
SL1974,97.71148539347226,0.0,2.2853427221112064,0.0031718844165318618,0.0,0.0,0.0,0.0
SL1975,92.92109388608256,0.7768681414387737,6.127852290541718,0.17418568193694478,0.0,0.0,0.0,0.0
SL1976,32.3826714801444,0.36101083032490977,67.25631768953069,0.0,0.0,0.0,0.0,0.0
SL1977,89.53328945925195,1.4793791817483821,8.386804870023035,0.6005264889766371,0.0,0.0,0.0,0.0
SL1978,91.85699475354214,1.6242028211491941,6.517231629543526,0.0,0.0,0.0,0.0015707957651346172,0.0
SL1979,95.67965593640037,0.4268213215170077,3.8935227420826273,0.0,0.0,0.0,0.0,0.0
SL1980,93.84951343100049,1.1151864651133208,5.0353001038861915,0.0,0.0,0.0,0.0,0.0
SL1981,91.65635313531354,1.018976897689769,7.3246699669967,0.0,0.0,0.0,0.0,0.0
SL1982,87.34827892456335,2.720887046855236,9.930834028581424,0.0,0.0,0.0,0.0,0.0
SL1983,97.68585478738791,0.0,2.3141452126120914,0.0,0.0,0.0,0.0,0.0
SL1984,84.26555531183739,0.23396943774219492,15.500475250420413,0.0,0.0,0.0,0.0,0.0
SL1985,93.97695530726257,0.0,6.023044692737431,0.0,0.0,0.0,0.0,0.0
SL1986,95.0257030541276,0.48684608406410645,4.100393105533716,0.3870577562745691,0.0,0.0,0.0,0.0
SL1987,90.94592781430296,0.3461693277874681,8.707902857909566,0.0,0.0,0.0,0.0,0.0
SL1988,95.78012890672504,0.0,4.219871093274961,0.0,0.0,0.0,0.0,0.0
SL1989,80.14562695792058,0.6180679028024723,19.236305139276944,0.0,0.0,0.0,0.0,0.0
SL1990,86.64530312628088,5.171964079442561,8.182732794276559,0.0,0.0,0.0,0.0,0.0
SL1991,94.08067429259482,1.4015653220951234,4.517760385310054,0.0,0.0,0.0,0.0,0.0
SL1992,83.28343536351043,12.024665981500513,4.6784932302605124,0.01340542472854015,0.0,0.0,0.0,0.0
SL1993,7.8125,0.0,92.1875,0.0,0.0,0.0,0.0,0.0
SL1994,95.83564840537838,0.001389043227025225,4.1629625513946,0.0,0.0,0.0,0.0,0.0
SL1995,44.59489292810361,0.0,55.40510707189639,0.0,0.0,0.0,0.0,0.0
SL1996,91.22361337930201,0.2721829069134458,8.49210669569951,0.012097018085042037,0.0,0.0,0.0,0.0
SL1997,93.3937223509585,1.1207078154623973,5.481356646302928,0.0,0.0,0.0,0.0042131872761744255,0.0
SL1998,85.44638822542122,4.6962752566006065,9.854108837389452,0.0032276805887289394,0.0,0.0,0.0,0.0
SL1999,85.04892367906066,0.0,14.794520547945206,0.15655577299412915,0.0,0.0,0.0,0.0
SL2000,86.64499110484019,0.4048831360039261,12.796760934911969,0.15336482424391143,0.0,0.0,0.0,0.0
SL2001,92.47420487182215,0.8031060525476014,6.722689075630252,0.0,0.0,0.0,0.0,0.0
SL2002,91.46080633087371,1.0186076355470004,7.5205860335792964,0.0,0.0,0.0,0.0,0.0
SL2003,88.85856079404466,3.291976840363937,7.841191066997519,0.008271298593879239,0.0,0.0,0.0,0.0
SL2004,86.80555555555556,0.0,13.194444444444445,0.0,0.0,0.0,0.0,0.0
SL2005,85.48838511055136,2.380702490904002,12.130912398544641,0.0,0.0,0.0,0.0,0.0
SL2006,91.9993242672523,0.03547596925415998,7.965199763493538,0.0,0.0,0.0,0.0,0.0
SL2007,13.043478260869565,8.695652173913043,78.26086956521739,0.0,0.0,0.0,0.0,0.0
SL2008,96.68374224858452,0.0,3.316257751415476,0.0,0.0,0.0,0.0,0.0
SL2009,32.26495726495727,1.7094017094017093,66.02564102564102,0.0,0.0,0.0,0.0,0.0
SL2010,17.91044776119403,4.477611940298507,77.61194029850746,0.0,0.0,0.0,0.0,0.0
SL2011,64.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0
SL2012,79.17555081734186,10.059592149144388,10.76485703351375,0.0,0.0,0.0,0.0,0.0
SL2013,95.8415968268185,0.0,4.158403173181498,0.0,0.0,0.0,0.0,0.0
SL2014,93.80831212892282,0.38304741579796986,5.808640455279214,0.0,0.0,0.0,0.0,0.0
SL2015,90.311986863711,6.13847837985769,3.5495347564313082,0.0,0.0,0.0,0.0,0.0
SL2016,92.23873691515817,4.58620091377017,3.1750621710716556,0.0,0.0,0.0,0.0,0.0
SL2017,93.67493132731288,0.0,6.325068672687122,0.0,0.0,0.0,0.0,0.0
SL2018,79.13841543360179,0.0,20.857838546544297,0.0,0.0,0.0,0.0037460198539052258,0.0
SL2019,97.23913177150587,0.0,2.760868228494128,0.0,0.0,0.0,0.0,0.0
SL2020,90.44475706092415,0.0,9.555242939075857,0.0,0.0,0.0,0.0,0.0
SL2021,76.0662671836447,2.2324051227822816,21.701327693573024,0.0,0.0,0.0,0.0,0.0
SL2022,83.92857142857143,0.0,16.071428571428573,0.0,0.0,0.0,0.0,0.0
SL2023,48.157248157248155,0.0,51.80765180765181,0.0117000117000117,0.0,0.0,0.0234000234000234,0.0
SL2024,79.36430865765294,11.268394711287069,9.367296631059984,0.0,0.0,0.0,0.0,0.0
SL2025,90.65698478561549,2.1507607192254494,7.19225449515906,0.0,0.0,0.0,0.0,0.0
SLP2W,80.99821139596287,0.0,18.99327144195554,0.008517162081594414,0.0,0.0,0.0,0.0
SLPW1B,15.900486749594375,0.0,84.08406088233022,0.0,0.015452368075407556,0.0,0.0,0.0
SLPW3A,14.559363144474158,0.0,84.53262018782263,0.9080166677032153,0.0,0.0,0.0,0.0
SLPW4A,23.370705244122966,0.0,76.62206148282098,0.0,0.0,0.0,0.007233273056057866,0.0
SLPW5X,56.74109786010319,0.0,43.25890213989681,0.0,0.0,0.0,0.0,0.0
SLPW6A,17.618384401114206,0.0,82.38161559888579,0.0,0.0,0.0,0.0,0.0
SLPW7,18.26923076923077,0.0,81.73076923076923,0.0,0.0,0.0,0.0,0.0
SLPW8,34.666666666666664,0.0,65.33333333333333,0.0,0.0,0.0,0.0,0.0
