,Dothideomycetes,Sordariomycetes,Unclassified,Tremellomycetes,Leotiomycetes,Eurotiomycetes,Lecanoromycetes,Taphrinomycetes,Pezizomycetes,Agaricomycetes,Microbotryomycetes,Eudicotyledonae,Saccharomycetes,Arthoniomycetes,Basidiobolomycetes,Cystobasidiomycetes,Lichinomycetes,Atractiellomycetes,Orbiliomycetes,Wallemiomycetes,Mortierellomycetes,Archaeorhizomycetes,Agaricostilbomycetes,Sareomycetes,Blastocladiomycetes,Mucoromycetes,Candelariomycetes,Calcarisporiellomycetes,Xylonomycetes,Glomeromycetes,Schizosaccharomycetes,Myxogastrea,Monocotyledonae,Tritirachiomycetes,Spiculogloeomycetes,Pucciniomycetes,Polypodiopsida,Geoglossomycetes,Chromadorea,Rhizophlyctidomycetes
SL1623,90.32528545710129,0.0,4.9988902315716786,1.4648943253841031,0.004932304125872401,0.8656193740906064,0.004932304125872401,1.9729216503489606,0.0,0.3353966805593233,0.0,0.0,0.0,0.0,0.0,0.0,0.022195368566425806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004932304125872401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1624,48.34850591599549,28.834903061626047,4.053309546921321,1.7629928903114096,0.0,3.0353910328724716,0.0,0.0,0.002623501324868169,6.049794055145997,0.09706954902012226,1.440302227352625,0.0,5.0790985649447755,0.0,0.3463021748825983,0.005247002649736338,0.0,0.42763071595351154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5168297609990293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1625,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1626,66.76765957446808,0.17361702127659576,14.417021276595746,15.07063829787234,0.003404255319148936,1.0757446808510638,0.003404255319148936,0.0,0.0,0.28595744680851065,0.0,0.0,0.0,0.003404255319148936,0.0,0.37446808510638296,0.010212765957446808,0.0,0.003404255319148936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.804255319148936,0.006808510638297872,0.0,0.0,0.0,0.0,0.0,0.0
SL1627,52.25616893199245,0.0,5.162076296490935,14.843656689678236,0.0,1.932494087858013,0.0,4.3331820461983135,0.0,6.910637078088049,4.954255547858491,6.437665719131453,0.0,0.17198958507512602,0.0,0.0023887442371545277,2.0925399517473666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9029453216444115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1628,80.38543897216275,1.6702355460385439,11.90578158458244,1.6702355460385439,0.042826552462526764,1.2419700214132763,0.0,0.042826552462526764,0.0,2.3126338329764455,0.0,0.0,0.0,0.0,0.0,0.0,0.042826552462526764,0.08565310492505353,0.08565310492505353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5139186295503212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1629,86.65518725785623,0.0064571674558760225,4.005596211795092,6.49375807145932,0.0064571674558760225,0.35299182092122255,0.29272492466637967,0.0,0.0,0.759793370641412,0.023676280671545414,0.0,0.0,0.0,0.0,0.04089539388721481,0.0064571674558760225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004304778303917348,0.0,1.34739560912613,0.004304778303917348,0.0,0.0,0.0,0.0,0.0,0.0
SL1630,54.84951166035479,1.108232011162049,12.110823201116204,8.945585010962727,1.1002591189954156,2.706796890572055,3.0576041459039267,0.055810245166434125,0.003986446083316724,10.751445086705202,0.0,0.0,0.0,0.0,0.0,3.4761809846521827,0.25911899541558703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5746462029101056,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1631,23.852813852813853,1.4452214452214451,7.439227439227439,4.472194472194472,0.00666000666000666,3.752913752913753,17.02963702963703,0.7625707625707626,34.46220446220446,1.252081252081252,0.5128205128205128,4.991674991674992,0.0,0.0,0.0,0.0,0.01998001998001998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1632,14.509803921568627,57.8375350140056,4.817927170868347,0.0,0.0,20.056022408963585,1.3109243697478992,0.0,0.0,1.4565826330532212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011204481792717087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1633,81.93211488250653,0.006527415143603133,12.989556135770234,0.0,0.006527415143603133,0.0587467362924282,0.006527415143603133,0.0,0.006527415143603133,3.1005221932114884,0.0,1.866840731070496,0.0,0.0,0.0,0.0,0.0195822454308094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006527415143603133,0.0,0.0,0.0,0.0,0.0,0.0
SL1634,65.00522830254444,0.27884280237016384,16.504008365284072,1.1850819100731962,0.0,0.33112582781456956,0.0,0.0,0.01742767514813524,2.9627047751829907,0.06971070059254096,0.0,0.0,0.0,0.01742767514813524,0.0,0.03485535029627048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01742767514813524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.57615894039735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1635,57.34212528531575,0.8179051483641897,13.219629723560741,5.034237889931524,0.0,4.026122241947755,0.0063403499873193,11.723307126553387,0.1965508496068983,1.9464874461070252,0.0,0.0,0.0063403499873193,0.0,1.1539436976921127,0.0,0.8305858483388283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6900836926198326,0.0063403499873193,0.0,0.0,0.0,0.0,0.0,0.0
SL1636,76.39667674602941,0.35522414349881104,19.68705046531427,0.5754043977336113,0.011742946892522678,0.09394357514018142,0.0029357367231306695,0.0,0.0029357367231306695,0.17027272994157883,0.0,0.0,0.014678683615653347,0.0,0.0,0.0,0.011742946892522678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6715204180489094,0.005871473446261339,0.0,0.0,0.0,0.0,0.0,0.0
SL1637,28.55084067253803,5.356285028022418,8.278622898318655,0.400320256204964,0.02401921537229784,51.529223378702966,1.6813450760608486,0.0,2.5940752602081667,0.4643714971977582,0.0,0.0,0.0,0.10408326661329063,0.28022417934347477,0.0,0.1521216973578863,0.07205764611689351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49639711769415534,0.016012810248198558,0.0,0.0,0.0,0.0,0.0,0.0
SL1638,35.9922616637423,4.2695820398614295,26.508300715346202,2.721914788320511,1.8131101813110182,6.58658388446484,0.09447968686732353,0.0,4.10761686237459,15.017771179196473,0.0,0.0,0.004499032707967787,0.422909074548972,0.0,0.0,1.9930714896297297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01349709812390336,0.0,0.0,0.0,0.0,0.0,0.0,0.05398839249561344,0.3914158455931975,0.008998065415935574,0.0,0.0,0.0,0.0,0.0,0.0
SL1639,70.11486136609707,0.054135479922798095,10.893000047074331,1.6052346655368828,0.09179494421691851,0.43073012286400225,0.025890881702207786,0.007061149555147578,0.0,5.611260179823942,0.0,0.0,0.0,0.004707433036765052,0.0,1.1038930471214048,0.014122299110295156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.982111754460293,0.0,0.05884291295956315,0.0,0.002353716518382526,0.0,0.0,0.0
SL1640,70.42162561121874,0.5443306578097611,3.542762247439801,0.0,0.004612971676353907,25.19605129624504,0.0,0.0,0.03229080173447735,0.249100470523111,0.0,0.0,0.004612971676353907,0.0,0.0,0.0,0.004612971676353907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1641,29.489414694894148,44.39601494396015,11.2826899128269,0.0,0.0,2.4782067247820674,0.012453300124533,0.0,0.0,0.12453300124533001,0.0,0.0,0.012453300124533,0.0,0.0,0.049813200498132,0.074719800747198,12.067247820672478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012453300124533,0.0,0.0,0.0,0.0,0.0,0.0
SL1642,53.668188736681884,13.942161339421613,8.066971080669711,1.735159817351598,0.010147133434804667,19.50279046169457,0.0,0.0,1.0451547437848807,0.38559107052257735,0.0,0.0,0.426179604261796,0.0,0.0,0.0,0.020294266869609334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1973617453069507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1643,71.41153608338486,1.0953096016252981,9.63254129493861,8.99655507464005,0.004416570974295557,0.22082854871477783,0.0,1.3028884374171894,0.0,4.32382298383535,0.0,0.0,0.0,0.0,0.0,0.14133027117745783,0.02649942584577334,0.0,0.0,0.004416570974295557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.831021994523452,0.004416570974295557,0.004416570974295557,0.0,0.0,0.0,0.0,0.0
SL1644,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1645,64.4610378143841,3.0196009182412147,12.393733760500492,4.386872177795716,0.0050452814005701166,12.54761484321788,0.007567922100855175,0.0,0.0,0.8829242450997704,0.0,0.0,0.24721878862793573,0.0,0.0,0.0,0.0,0.0,0.01513584420171035,0.0,0.0,0.0,0.0050452814005701166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.025680482328902,0.0025226407002850583,0.0,0.0,0.0,0.0,0.0,0.0
SL1646,92.75502786527744,0.4684597366933204,3.436717551086342,0.45634439867538973,0.0161537840239076,0.201922300298845,0.9853808254583636,0.0,0.0121153380179307,0.4240368306275745,0.2221145303287295,0.0,0.0,0.0,0.0,0.0,0.4684597366933204,0.0,0.0,0.0040384460059769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5451902108068815,0.0040384460059769,0.0,0.0,0.0,0.0,0.0,0.0
SL1647,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1648,83.24112494236975,7.422775472568004,6.500691562932227,0.3227293683725219,0.011526048870447211,0.7376671277086215,1.1641309359151684,0.0,0.0,0.17289073305670816,0.0,0.0,0.0,0.011526048870447211,0.0,0.0,0.023052097740894423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39188566159520516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1649,53.08110224658607,0.7048113161372425,28.099456707943812,4.478488571288728,0.0097890460574617,1.0229553130047477,0.0,0.6901277470510498,0.0,8.394106994273407,0.0,0.944642944545054,0.0,0.42092898047085314,0.2545151974940042,0.7390729773383584,0.00489452302873085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1551074347804806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1650,74.19305177810848,0.0051316262123466926,10.796941550777442,3.761482013650126,0.0,0.9750089803458716,0.0,0.5182942474470159,0.0,2.186072766459691,0.0,4.336224149432955,1.5600143685533945,0.0051316262123466926,0.0,0.07697439318520038,0.015394878637040078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5600143685533945,0.010263252424693385,0.0,0.0,0.0,0.0,0.0,0.0
SL1651,8.017133798779048,41.394313467570576,8.607372929947047,0.0,0.8398259637761814,34.27097035313164,0.0,0.0,1.1265135417720664,4.229484974198118,0.0,0.0,0.0,0.0,0.0,0.0,1.514384970825323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1652,78.10363668708226,0.0813235406236499,12.902487992070954,7.466517573508857,0.0,0.012706803222445297,0.0,0.3303768837835777,0.0,0.5565579811431041,0.5057307682533229,0.0,0.0,0.0,0.0025413606444890592,0.0,0.0050827212889781185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030496327733868712,0.0025413606444890592,0.0,0.0,0.0,0.0,0.0,0.0
SL1653,82.23111919927207,0.007279344858962694,11.626933575978162,2.5150136487716104,0.0,0.018198362147406732,0.0,0.0,0.0,2.2383985441310283,0.0,0.0,0.0,0.0,0.0,0.0,0.009099181073703366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3521383075523203,0.0018198362147406734,0.0,0.0,0.0,0.0,0.0,0.0
SL1654,77.27284688050943,0.0052627424150724945,6.615267215746125,9.391363839696867,0.2920822040365234,0.213141067810436,0.007894113622608742,0.03683919690550746,0.0026313712075362473,3.4865668499855276,0.0,0.0,0.0,0.0,0.0,1.4235718232771097,0.010525484830144989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026313712075362473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2314817251269636,0.007894113622608742,0.0,0.0,0.0,0.0,0.0,0.0
SL1655,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1656,47.264584846284194,0.0060518034374243525,51.67634955216655,0.2269426289034132,0.0,0.10590656015492617,0.0,0.0,0.0,0.0030259017187121763,0.0,0.0,0.0,0.6626724763979666,0.0,0.039336722343258294,0.00907770515613653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030259017187121763,0.0030259017187121763,0.0,0.0,0.0,0.0,0.0,0.0
SL1657,95.82601275036394,0.2459715877716982,1.6967019727925305,0.6450479393604739,0.0,0.09286682395462076,0.005019828321871392,0.0,0.0,0.17318407710456302,0.1832237337483058,0.0,0.0,0.0,0.0,0.020079313287485568,0.007529742482807088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1018523166507705,0.002509914160935696,0.0,0.0,0.0,0.0,0.0,0.0
SL1658,75.63521349499209,3.927253558249868,2.7780706378492357,7.754348972061149,0.0,6.668423827095414,0.0,0.0,0.0,0.3900896151818661,2.8360569319978914,0.0,0.0,0.0,0.0,0.0,0.010542962572482868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1659,11.96027926523419,18.674167965837455,9.862400867620146,0.0,0.006778282383244086,2.6299735646987052,0.003389141191622043,0.0,0.0948959533654172,4.982037551684403,0.0,1.0506337694028334,0.0,0.0,0.0,0.0,5.087100928624687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.6483427099573,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1660,69.4412213740458,3.877862595419847,18.406106870229006,0.0,0.0061068702290076335,4.665648854961832,0.0061068702290076335,0.0,0.012213740458015267,2.051908396946565,0.0,0.0,0.0,0.0,0.0,0.0,1.5145038167938931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0183206106870229,0.0,0.0,0.0,0.0,0.0,0.0
SL1661,3.9061840884164347,0.6355634297927388,3.079389184172783,0.29247166680727804,0.0,0.4752664585618268,79.3498129868669,0.036558958350909755,1.4061137827272983,9.148176270423802,0.03093450322000056,0.0,1.0995809780927472,0.14061137827272982,0.0,0.0,0.39371185916364354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005624455130909193,0.0,0.0,0.0,0.0,0.0,0.0
SL1662,69.71947194719472,0.3201320132013201,4.013201320132013,1.768976897689769,0.0,0.0165016501650165,4.478547854785479,0.0,0.5676567656765676,11.217821782178218,0.6270627062706271,3.867986798679868,0.3102310231023102,0.0,0.1617161716171617,2.8283828382838285,0.006600660066006601,0.0,0.0,0.0033003300330033004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07260726072607261,0.0033003300330033004,0.0165016501650165,0.0,0.0,0.0,0.0,0.0
SL1663,79.81872048341205,0.15546625208999443,17.280220586078435,1.6338623097005074,0.0,0.1378662990232026,0.0,0.0,0.0,0.029333255111319703,0.014666627555659851,0.0,0.0,0.5573318471150743,0.0,0.052799859200375464,0.00293332551113197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3079991786688569,0.00293332551113197,0.0,0.0,0.0,0.0,0.0,0.00586665102226394
SL1664,29.062957540263543,1.0980966325036603,41.77647632991703,14.446071254270375,0.0854075158613958,0.46364080039043437,0.0,0.0,0.036603221083455345,4.343582235236701,0.0,0.0,2.1839921913128357,0.0,1.7935578330893118,0.04880429477794046,0.14641288433382138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012201073694485115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.465592972181552,0.036603221083455345,0.0,0.0,0.0,0.0,0.0,0.0
SL1665,83.1331671576403,0.25681698013445126,1.0952488858675127,3.0969106427977944,0.007553440592189742,0.13596193065941536,0.011330160888284613,0.0,0.007553440592189742,0.910189591358864,9.649520356522396,0.0,0.0,0.0,0.0,0.0,0.007553440592189742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6844172520583125,0.003776720296094871,0.0,0.0,0.0,0.0,0.0,0.0
SL1666,34.1406090333129,0.04087471898630697,51.35397506642142,2.1203760474146742,0.0,0.12262415695892091,0.0,0.0,0.0,10.014306151645208,0.020437359493153485,0.0,0.14817085632536275,1.6196607398324137,0.0,0.19415491518495812,0.015328019619865114,0.0,0.0,0.20948293480482322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1667,59.45434900054025,0.08103727714748785,7.320367368989735,13.621015667206915,0.0,0.5199891950297136,0.14856834143706105,0.823878984332793,0.00675310642895732,14.222042139384117,0.0,0.0,0.0,0.060777957860615885,0.0,3.504862236628849,0.01350621285791464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2025931928687196,0.01350621285791464,0.00675310642895732,0.0,0.0,0.0,0.0,0.0
SL1668,79.2768305740878,0.2388600609504983,4.266534881805453,5.2466847870850835,0.016473107651758506,1.078988551190182,0.0,0.0,0.008236553825879253,3.821760975207973,0.0,0.0,0.008236553825879253,0.0,0.0,0.13178486121406804,0.008236553825879253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.889135985503665,0.008236553825879253,0.0,0.0,0.0,0.0,0.0,0.0
SL1669,54.383606918585436,0.0,9.553817340531012,5.728765010466013,0.0,0.39660680841687784,8.139253057177482,0.45830120083728104,3.223532003966068,14.67665528258235,0.18067643494546656,1.211854136829349,0.0,0.0,0.0,1.322022694722926,0.004406742315743087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09254158863060483,0.0,0.6257574088355183,0.0022033711578715435,0.0,0.0,0.0,0.0,0.0,0.0
SL1670,74.86793449550977,0.3917943299876739,5.793273463637965,2.403592181722134,0.1892938897693256,2.2451135763338614,4.234900510653284,0.0,0.0,0.04842401831308329,0.0,5.625990491283677,0.0,0.0,0.0,0.0,0.4666314491988026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.733051593590421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1671,45.25627588960423,0.0,2.121076009382642,4.851025602635125,0.004990767080900334,1.6170085342117084,35.559215451414886,0.8833657733193592,4.341967360383291,2.2159005839197485,0.4341967360383291,0.0,0.0,0.0,0.0,0.8733842391575585,0.014972301242701004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8216299845286221,0.004990767080900334,0.0,0.0,0.0,0.0,0.0,0.0
SL1672,63.02624806999486,0.0051466803911477095,7.545033453422542,1.2712300566134842,0.5301080802882141,0.02573340195573855,0.0,3.988677303139475,0.0,7.606793618116315,0.0,3.3247555326814204,0.0514668039114771,0.1080802882141019,0.0,6.829644879053011,0.0051466803911477095,0.0,0.0,0.0,0.02573340195573855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.656201749871333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1673,61.00866237976298,0.24445979699208162,4.894510283254504,11.643726417601105,0.6802359568475315,8.986554711165436,0.5101769676356486,0.0,0.30291757453366636,3.7625551363129084,0.0,5.016740181750545,0.0,0.0,0.0,1.5358452463198171,0.0,0.0,0.7812084816920869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6324068661316894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1674,89.58066335161737,0.04357410160455221,5.093043522837956,1.3892448864510176,0.0,0.12559593991900345,0.0,3.1552775926590453,0.0,0.2665709745219665,0.0,0.0,0.023068642025939407,0.21530732557543447,0.0,0.09483775055108423,0.012815912236633004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1675,4.675869828630777,53.31270555651722,9.481564826034274,0.0,0.0,13.06473948416133,0.004327505625757314,0.0,0.0,6.101782932317812,0.0,0.0,0.0,0.0,0.0,0.0,2.3043967457157692,10.58507876060239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46737060758178983,0.002163752812878657,0.0,0.0,0.0,0.0,0.0,0.0
SL1676,72.42365251247111,0.09733544226791581,4.574765786592043,0.0,0.0,2.3299671492882346,0.0,0.0,0.006083465141744738,0.10341890740966055,0.0,0.0,0.0,0.0,0.0,0.0,0.006083465141744738,0.0,0.006083465141744738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.45260980654581,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1677,9.269063611220862,5.223231924140656,47.60173844330304,2.6550770446463847,1.1615962070327934,9.237455551165548,1.2248123271434215,0.22915843540102726,8.265507704464639,0.6558672461477677,0.0,0.0,0.28447254049782694,0.0,0.0,0.0,13.994468589490321,0.0,0.0,0.015804030027657054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13433425523508494,0.0,0.0,0.047412090082971155,0.0,0.0,0.0,0.0,0.0,0.0
SL1678,74.17721518987342,0.004150238638721726,4.7893753890848725,11.819879643079478,0.016600954554886905,0.17015978418759078,0.17015978418759078,0.008300477277443452,0.0,5.1794978211247145,0.0,0.0,0.0,0.0,0.0,0.0,0.004150238638721726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.656360240713841,0.0,0.004150238638721726,0.0,0.0,0.0,0.0,0.0
SL1679,89.33677863910422,0.15503875968992248,3.2084409991386735,0.004306632213608958,0.004306632213608958,0.1937984496124031,0.49526270456503013,1.2532299741602067,0.17226528854435832,0.22825150732127478,0.0,1.623600344530577,0.0,0.0,0.0,0.0,0.008613264427217916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3161068044788977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1680,93.36118522679399,0.21064457239151804,5.743575340542058,0.19660160089875017,0.01404297149276787,0.02457520011234377,0.0,0.0,0.0,0.010532228619575902,0.05617188597107148,0.0,0.0,0.0,0.0,0.0,0.021064457239151804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3545850301923887,0.007021485746383935,0.0,0.0,0.0,0.0,0.0,0.0
SL1681,90.75084329321618,0.34564610835797277,1.170199475284221,2.2820971973514346,0.0,0.15824761587473452,0.0,3.3481863990338567,0.0,0.8078957231499604,0.0,0.0,0.024986465664431766,0.1290967392662308,0.0,0.0,0.2457002457002457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7371007371007371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1682,0.0028993070656113187,0.0,0.44069467397292045,58.038328839407384,0.0,0.0057986141312226375,0.0,0.0,0.0,0.0,0.0,0.0,41.51227856542286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1683,6.70391061452514,1.3966480446927374,88.26815642458101,0.8379888268156425,0.0,0.8379888268156425,0.0,0.27932960893854747,0.0,0.5586592178770949,0.0,0.0,0.0,0.0,0.0,0.0,0.5586592178770949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5586592178770949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1684,60.22909967845659,1.5005359056806002,5.667202572347267,3.5637727759914255,0.0,15.64844587352626,2.2240085744908895,0.0,0.0,4.307341907824223,0.8105573419078242,3.007770632368703,0.0,0.0,0.0,0.0,3.0412647374062165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
