,Ascomycota,Basidiomycota,Unclassified,Anthophyta,Basidiobolomycota,Cercozoa,Mortierellomycota,Rozellomycota,Haplosporidia,Glomeromycota,Blastocladiomycota,Mucoromycota,Calcarisporiellomycota,Choanoflagellata,Eumycetozoa,Monilophyta,Streptophycophyta,Olpidiomycota,Nematoda,Chytridiomycota
SL1762,59.55521128483193,5.613877734064456,29.07841898200053,5.728030658213914,0.0,0.024461340889169743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1763,74.78891130538743,2.645146828065456,13.96921467533438,8.592991108122245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037360830904879325,0.0,0.0,0.0,0.0
SL1764,65.46317484532588,0.38138825324180015,33.54521569624544,0.6102212051868803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1765,73.30102058231218,0.6894903915076629,24.405229204355393,1.5359934464279619,0.0,0.00682663753967983,0.061439737857118475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1766,78.61868037703513,7.636675235646958,12.798628963153385,0.9288774635818338,0.0,0.013710368466152529,0.0,0.0,0.003427592116538132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1767,90.98373598610453,2.03431759566293,6.687194062845413,0.29475235538712563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1768,89.75506703758707,1.4202346838461377,5.689305360915309,3.135392917651488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1769,64.70035751075562,14.657940980427801,11.606980548991093,3.678119129855178,0.0,3.8629340119978184,0.0,0.0,1.490638065806217,0.0,0.003029752166272799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1770,71.222833202409,1.6398271798900235,9.230164964650433,17.907174653050536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1771,40.26567289775801,38.654805553885915,9.971749714491795,11.107771833864279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1772,74.93812159668782,12.069663831510733,10.076054182980064,2.9161603888213854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1773,14.592480242675821,6.481998882413985,78.91753811766584,0.0,0.0,0.0,0.0,0.0,0.0039913786221761,0.0,0.0,0.0039913786221761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1774,54.39611598829476,13.949853684490556,26.386671987230645,0.0,4.050279329608938,1.2137536578877361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033253524873636604,0.0,0.0,0.0,0.0,0.0,0.0
SL1775,63.79101439441671,0.571899384481171,5.219793534628993,30.233121698250375,0.0,0.0,0.18417098822274997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1776,7.7588360184838265,83.870363431997,8.37080054951917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1777,95.50546510045807,0.793686788516486,3.682706698716495,0.0,0.0,0.01814141230894825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1778,84.30135681980481,3.2301832896929303,10.842656510354677,1.5829564389431088,0.0,0.040466555582004286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00238038562247084,0.0
SL1779,50.24684794166793,37.93862980404071,10.671426401336776,0.041774267051496276,0.0,0.24684794166793256,0.0,0.0,0.5582561142336321,0.0,0.29621753000151907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1780,93.3763377803841,0.3723794165078434,4.899574842398476,1.3517079607095734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1781,73.20756032919515,12.330869019389036,11.926349560608173,0.0,0.0,2.528246617380388,0.0,0.0,0.0,0.0,0.006974473427256242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1782,79.63444997736532,4.447713897691263,11.040063377093707,4.877772747849706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1783,79.94005926724138,11.978044181034482,5.529364224137931,2.0474137931034484,0.18857758620689655,0.0,0.31654094827586204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1784,26.115580507003127,71.4767334182197,2.4076860747771733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1785,84.19005868627589,3.1075443682387047,9.686770840698578,3.0156261047868202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1786,87.52837842867245,3.7403699430570545,6.081357698462913,2.4973017231754064,0.0,0.15259220663217835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1787,76.51220374955784,5.868018708485635,14.998231340643793,2.6215462013127384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1788,81.56250990836742,7.134024541044421,10.859570690256508,0.44072418275785535,0.0,0.0,0.0,0.0,0.0031706775737975206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1789,90.51138761365235,2.5652501950152815,6.301870867913912,0.002557577462627399,0.0,0.6189337459558306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1790,52.911674561159096,15.556793907309372,27.91864028977431,1.3095569796600723,0.780161604903873,0.0,0.0,1.5231726571932758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1791,66.06169243408769,12.353424452909104,21.58488311300321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1792,36.800904583804474,2.7137514134121945,58.580499260676696,0.0,1.8700530573193006,0.0,0.017395842393667912,0.0,0.0,0.0,0.008697921196833956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008697921196833956,0.0
SL1793,72.83823630254406,19.143866145511897,7.50531440718645,0.0,0.4834396214770623,0.0,0.0,0.0,0.029143523280532126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1794,85.21858696970922,3.029077526590367,8.719213814858252,2.998746309701945,0.0,0.0,0.034375379140211104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1795,63.50618162412167,21.517833318509293,14.484568175753802,0.0,0.23570221471137598,0.0,0.2557146669038513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1796,9.214680347277032,0.5524861878453039,90.17363851617995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01973164956590371,0.0,0.0,0.03946329913180742,0.0,0.0,0.0,0.0,0.0,0.0
SL1797,92.31793015332198,1.666311754684838,5.722955706984668,0.2821550255536627,0.0,0.005323679727427598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005323679727427598,0.0,0.0,0.0,0.0,0.0
SL1798,89.73424534649024,1.3876429692756223,7.451222247140614,0.9082753980713164,0.0,0.008409957389549227,0.0,0.0,0.5102040816326531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1799,90.56361011736647,0.42364903031444173,8.049331575974392,0.9634092763446934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1800,74.29190527782077,5.308775731310942,17.891967187741837,1.7799102306144559,0.727441572511995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1801,84.69023491478582,3.0228005527406725,11.7918010133579,0.4951635191156149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1802,89.2052430728389,0.3086112493777999,7.622366019578563,2.857142857142857,0.0,0.00663680106188817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1803,90.42861746696745,0.9668063164679342,8.275862068965518,0.3287141475990977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1804,79.48042308406012,0.4379291148636111,19.313416218222304,0.6309148264984227,0.0,0.0,0.13731675635553905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1805,92.45456636760984,0.2587991718426501,7.286634460547504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1806,78.5997374826369,16.176676734080107,4.653948592473653,0.3262351696805189,0.24340202112882467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1807,83.33888925928395,3.800253350223348,12.434162277485166,0.4133608907260484,0.0,0.0,0.0,0.0,0.006667111140742716,0.0,0.006667111140742716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1808,88.09941100416607,3.6029306134176124,6.817985921562994,0.0,1.4020973997988795,0.0,0.0775750610544462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1809,91.47845365110156,1.776361368989885,6.537342386032978,0.0,0.0,0.16904530968546488,0.0,0.0,0.038797284190106696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1810,84.4783211245298,7.280736487824194,7.9637695505840425,0.27717283706196794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1811,68.1478995068295,25.510599292519817,6.341501200650675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1812,39.31048147414305,1.2284525460669704,59.38181097681791,0.0,0.0,0.019813750743015654,0.0,0.0,0.049534376857539135,0.0,0.009906875371507827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1813,52.624265774016294,35.73548916819301,8.280174319459357,3.3600707383313333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1814,61.8850501512498,20.77694634612323,17.33800350262697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1815,56.13526570048309,1.423510466988728,27.703703703703702,14.47987117552335,0.2576489533011272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1816,85.35367779783394,1.7965929602888087,9.140907039711191,1.483528880866426,1.8163357400722022,0.0,0.4089575812274368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1817,83.54115800488316,5.262469480292989,11.122253226369027,0.0653993721660272,0.0,0.0,0.0,0.0,0.008719916288803628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1818,48.00697084917617,0.7921419518377694,8.17807351077313,43.01964512040558,0.0,0.0,0.0031685678073510772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1819,95.05315500685872,0.17146776406035666,4.775377229080933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1820,68.64998139188687,0.20934127279493858,30.7917752139933,0.3442500930405657,0.0,0.0,0.0046520282843319685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1821,94.86521181001284,0.6357356806650774,4.492939666238768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006112843083318051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1822,88.55282039960261,1.9980130257202782,6.1485815211391985,3.300585053537918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1823,93.36274412610291,1.1152969168236344,5.194805194805195,0.2974125111529692,0.0,0.0,0.0,0.029741251115296918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1824,92.40523344385697,1.6444125817725603,5.950353974370463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1825,78.94626143653382,5.273950993795352,7.577032285203491,8.197497108002944,0.0,0.0,0.005258176464402145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1826,90.75707655790555,2.5224076239061892,5.831296276614589,0.8892195415736706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1827,76.19340930089314,11.080997844163843,11.401293501693871,1.2811826301201108,0.0,0.043116723129042196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1828,7.555555555555555,0.09523809523809523,92.31746031746032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031746031746031744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1829,84.93176546739306,4.878903932250931,8.142294622147904,0.8171961810237877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2298397971843142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1830,85.61770129071911,4.94161032575292,7.27719729563614,2.071296865396435,0.0,0.09219422249539029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1831,87.3024696259827,2.930199317080918,7.678869213054872,1.9614071309457635,0.0,0.06352735646787898,0.03970459779242436,0.0,0.0,0.0,0.02382275867545462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1832,74.08260869565217,10.895652173913044,14.52608695652174,0.4826086956521739,0.0,0.013043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1833,64.62104488594555,18.991905813097866,10.713760117733628,5.2170713760117735,0.29433406916850624,0.02207505518763797,0.0,0.0,0.13980868285504047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1834,85.80645161290323,3.8891412994093595,9.168559745570196,0.5179463880054521,0.0,0.0,0.6179009541117674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1835,86.4364177992925,0.9029975795941165,12.660584621113387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1836,40.771497455129925,1.8751674256630055,57.353335119207074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1837,79.33287621506071,6.622837091114428,10.321461702900011,2.3474367765094986,1.3673214213689349,0.0,0.0,0.0,0.008066793046424395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1838,69.15075569827917,13.543230130196516,7.728018429962652,0.0,9.57799574156166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1839,88.42425559660943,5.159747880895457,6.41599652249511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1840,78.32620420308723,13.472196392040171,6.1037753394085925,0.5579319323042589,1.5398921331597546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1841,83.68356966102361,7.987352213362661,6.761852390117443,0.0,0.8386032444322243,0.0,0.0,0.0,0.7286224910640637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1842,88.42705494190217,1.0292640941041458,8.876057954382441,1.6425190073160236,0.0,0.010758858126524171,0.014345144168698896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1843,65.49957301451751,1.0230223600968995,6.774255389602468,23.264609003293888,3.3757995085309958,0.0,0.06274072395824257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1844,68.12750885478158,8.15112160566706,22.110979929161747,1.5962219598583236,0.0,0.009445100354191263,0.0,0.0,0.0,0.0,0.004722550177095631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1845,88.32786504456897,2.2182863447635084,8.93411921837345,0.5197293922940681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1846,69.89411082100378,20.52509428488541,8.405860168262256,1.174934725848564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1847,82.93267824764578,2.3044978651225363,6.509914020003509,7.937064982160613,0.19301631865239516,0.0,0.12282856641516056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1848,95.18696251247209,0.5321423480781109,3.0835748562740535,0.0,1.1925690122107664,0.004751270964983133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1849,63.26477138739683,16.035634743875278,12.157736145683218,0.0,7.971963841215773,0.24891916677584175,0.0,0.0,0.24891916677584175,0.0,0.0065505043888379405,0.052404035110703524,0.0,0.0,0.0,0.0,0.013101008777675881,0.0,0.0,0.0
SL1850,76.49565508021391,7.36129679144385,8.79428475935829,7.348763368983957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1851,79.93999910446425,7.119509246406663,12.21510768817445,0.7209062821833162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044776787713249454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1852,10.808586516699815,0.16459776421370276,89.00624099855978,0.0,0.0,0.013716480351141896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006858240175570948,0.0
SL1853,83.48155789121526,6.727257520421534,8.709470573475704,0.5157657029747136,0.5631603891940116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027879227187822355,0.0,0.0,0.0,0.0,0.0,0.0
SL1854,87.58371283150281,3.073935172783284,7.996249665148674,1.346102330565229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1855,91.3751356767137,0.016698672455539784,8.60816565083076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1856,31.372549019607842,0.0,66.66666666666667,1.9607843137254901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1857,8.006814310051107,0.7057678267218301,91.23874422000486,0.02433682161109759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02433682161109759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1858,73.14864719198016,3.9991376522582733,22.85221515576156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1859,79.656912209889,7.003027245206861,13.027245206861755,0.31281533804238143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1860,8.786610878661088,0.14314027747192248,91.04822726271746,0.0,0.0,0.011010790574763268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011010790574763268,0.0
SL1861,90.11442506096417,1.6069530419558558,8.241105483649097,0.03751641343087601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1862,13.476070528967254,11.46095717884131,74.93702770780857,0.12594458438287154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1863,93.50455478464436,0.9499737060849208,2.8821523689969295,0.342669086837775,1.355408912789021,0.0,0.0,0.0,0.0,0.0,0.965241140647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1864,88.99016393442623,2.0262295081967214,7.80983606557377,1.1737704918032787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1865,82.50834770483984,6.105749825707262,9.547572744285032,1.2916009246688438,0.0,0.42197189300260524,0.0,0.0,0.12475690749642242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1866,92.0245120290513,0.4357694053563323,7.5079437131184745,0.02723558783477077,0.0,0.0,0.004539264639128461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1867,90.74118637949705,0.836241126218265,4.5752617013596435,3.847310792925039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1868,82.39067328401536,0.557168274182976,17.000655492087272,0.0,0.03277460436370447,0.0140462590130162,0.004682086337672067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1869,84.72008345338035,0.1440564303810044,7.212756445283394,7.903233818488897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01986985246634544,0.0,0.0,0.0,0.0,0.0,0.0
SL1870,81.26000640409862,12.87223823246878,5.291386487351906,0.5763688760806917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1871,82.70684090372353,3.548374399748091,11.442179012831614,1.1394946075730144,1.1631110761237502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1872,5.2631578947368425,0.0,94.73684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1873,86.93607524310538,6.256974334449227,5.9620596205962055,0.0,0.19926669854933843,0.45432807269249165,0.0,0.0,0.1912960306073649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1874,79.8093928080173,9.22578109648261,10.45392022008253,0.5109058754175673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1875,95.16300378460926,0.006639665360865812,4.830356550029879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1876,9.181204635171271,1.3625366102126575,89.37985483254808,0.025467974022666498,0.0,0.0,0.03820196103399975,0.0,0.012733987011333249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1877,64.96905798762319,28.035755214302085,5.6199862479944995,1.3706165482466193,0.0,0.0,0.0045840018336007335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1878,64.17697090987063,0.44314201986991636,33.321420913444356,2.0584661568150953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1879,94.87933529384307,0.3921019465060916,4.728562759650843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1880,90.35692132307331,1.4954148435011483,6.593572398531409,0.0,1.0377374306358866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5163540042582441,0.0,0.0,0.0,0.0,0.0,0.0
SL1881,91.17536484500495,0.020506510817184458,7.884753409207423,0.9193752349704365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1882,91.57407407407408,0.03561253561253561,8.39031339031339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1883,93.49114631873253,0.5740913327120224,3.560111835973905,2.374650512581547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1884,91.31782945736434,0.12495661228740021,6.363531181302788,2.1936827490454704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1885,61.15762782976705,27.556139294770063,9.058902935113737,2.227329940349149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1886,80.62168121681216,14.954774547745478,4.422419224192242,0.0011250112501125012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1887,91.36296809820351,2.3212172645016316,4.050775133571591,0.33945710768201,0.0,0.0,0.010757443553303133,0.0,0.0,1.5371191566164255,0.0,0.0,0.37770579587153225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1888,95.10469045148588,0.2633889376646181,3.8630377524143986,0.7688828584350973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1889,57.93822028100826,28.41305758739848,4.155484221789542,9.461663947797716,0.0,0.0,0.03157396200599905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1890,46.07100187745349,51.19303635432668,2.7359617682198327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1891,94.92299522039299,0.21508231545406267,4.814126394052044,0.04779607010090282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
