,Unclassified,Sordariomycetes,Dothideomycetes,Monocotyledonae,Eurotiomycetes,Tremellomycetes,Saccharomycetes,Lecanoromycetes,Eudicotyledonae,Pezizomycetes,Cystobasidiomycetes,Microbotryomycetes,Basidiobolomycetes,Agaricomycetes,Lichinomycetes,Atractiellomycetes,Leotiomycetes,Orbiliomycetes,Taphrinomycetes,Wallemiomycetes,Arthoniomycetes,Mortierellomycetes,Archaeorhizomycetes,Agaricostilbomycetes,Sareomycetes,Blastocladiomycetes,Mucoromycetes,Schizosaccharomycetes,Candelariomycetes,Calcarisporiellomycetes,Glomeromycetes,Xylonomycetes,Myxogastrea,Archaeosporomycetes,Tritirachiomycetes,Spiculogloeomycetes,Polypodiopsida,Pucciniomycetes,Geoglossomycetes,Endogonomycetes,Olpidiomycetes,Rhizophlyctidomycetes,Bryopsida
SL1630,36.61931702551996,0.8832268305588343,33.85160161178721,4.424274492246327,0.26049086246896497,10.23240669135903,0.0,3.1218201799015017,0.008140339452155155,0.004070169726077578,1.6362082298831861,0.0,0.0,7.513533314339208,0.2645610321950425,0.0,1.1233668443974114,0.0,0.056982376165086085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1631,14.854998986006896,0.0,20.69897924694112,0.0,3.795714189143514,1.5784492665449874,0.0,16.70046643682823,5.066585547218279,34.979382140201444,0.0,0.5205164604880687,0.0,1.0072331508145744,0.01689988508078145,0.0,0.00675995403231258,0.0,0.7740147366997905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1632,9.11062906724512,43.8177874186551,17.339117859725235,0.274765003615329,25.871294287780188,0.0,0.0,1.6919739696312364,0.0,0.0,0.6652205350686913,0.0,0.0,1.2147505422993492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014461315979754157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1633,49.60624838626388,2.297960237541957,43.09966434288665,0.0,0.05809450038729667,0.006454944487477408,0.0,0.006454944487477408,1.8461141234185385,0.006454944487477408,0.21946811257423185,0.0,0.0,2.8272656855151044,0.012909888974954816,0.0,0.006454944487477408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006454944487477408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1634,80.5627481443121,0.2761954082513378,0.9321595028482651,14.08596582081823,0.10357327809425168,3.711375798377352,0.0,0.0,0.0,0.017262213015708613,0.0,0.06904885206283445,0.0,0.18988434317279476,0.03452442603141723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017262213015708613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1635,53.91525783405249,1.4500954940935136,26.448327084954375,4.873735587465516,2.6455400721510927,2.5677300700290018,0.0070736365565537244,0.0070736365565537244,0.0,0.21928273325316544,0.0,0.0,1.2874018532927778,5.644761972129872,0.9266463889085379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070736365565537244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1636,93.4714632221865,0.31853648557818753,2.4693883515006285,2.89020719483328,0.08767059236096905,0.5406353195593091,0.014611765393494841,0.0029223530786989683,0.0,0.0029223530786989683,0.07890353312487215,0.0,0.0,0.09351529851836698,0.011689412314795873,0.0,0.011689412314795873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058447061573979366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1637,29.03277250617973,4.417510565345666,9.791882624990032,0.5182999760784627,51.200063790766286,0.015947691571645006,0.0,1.6745076150227254,0.0,2.5835260346064906,0.0,0.0,0.2790846025037876,0.22326768200303007,0.15150306993062754,0.07176461207240252,0.023921537357467507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015947691571645006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1638,47.55184068694619,3.169818215036083,18.283548004019366,0.44304375628025944,5.3530647666027225,2.3339727779300263,0.018269845619804513,0.0959166895039737,0.0,3.9417191924728234,0.06851192107426693,0.0,0.0,14.405773271215859,2.02338540239335,0.0,1.8406869461953046,0.0,0.0,0.0,0.39280168082579703,0.0,0.0,0.0,0.0,0.013702384214853385,0.0,0.0,0.0,0.0,0.0,0.0,0.05480953685941354,0.0,0.009134922809902257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1639,53.45910475744083,0.053902038903210686,23.449730489805486,13.918443871572533,0.40074994141082726,1.886571361612374,0.0,0.02577923599718772,0.0,0.0,1.2772439653152097,0.0,0.0,5.331614717600187,0.014061401453011484,0.0,0.09139910944457465,0.0,0.007030700726505742,0.0,0.004687133817670494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07733770799156316,0.002343566908835247,0.0,0.0,0.0,0.0,0.0,0.0
SL1640,38.439119170984455,0.5273871206513694,35.584752035529235,0.0,25.15266469282013,0.0,0.0046262028127313105,0.0,0.0,0.03238341968911917,0.0,0.0,0.0,0.24518874907475943,0.0046262028127313105,0.0,0.009252405625462621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1641,13.704390847247991,44.09400123685838,27.482993197278912,0.0,2.4613481756338897,0.0,0.012368583797155226,0.012368583797155226,0.0,0.0,0.06184291898577613,0.0,0.0,0.09894867037724181,0.07421150278293136,11.985157699443414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012368583797155226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1642,37.02213279678068,15.261569416498993,23.611670020120723,1.2072434607645874,17.303822937625753,3.722334004024145,0.4225352112676056,0.0,0.0,1.0362173038229376,0.0,0.0,0.0,0.3722334004024145,0.02012072434607646,0.0,0.01006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1643,74.37764529194921,1.1286578983297684,6.107495562736085,3.7227506485231876,0.19569471624266144,10.69494379465708,0.0,0.0,0.0,0.0,0.5415737496017841,0.0,0.0,3.1902789787466435,0.018204159650480136,0.0,0.004551039912620034,0.0,0.004551039912620034,0.004551039912620034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004551039912620034,0.004551039912620034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1644,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1645,70.49255674999361,2.441079590429742,6.552102750044685,2.9696397109516637,12.642034573449429,4.376579935142864,0.2502361923243878,0.010213722135689298,0.0,0.0,0.15065240150141715,0.0,0.0,0.015320583203533947,0.0,0.06128233281413579,0.005106861067844649,0.015320583203533947,0.0,0.0,0.0,0.0,0.0,0.005106861067844649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025534305339223245,0.0076602916017669736,0.0,0.0025534305339223245,0.0,0.0,0.0,0.0,0.0
SL1646,93.72744044276891,0.46121761450228604,2.4504692387904066,0.6015881928290687,0.20052939760968957,0.5454399614983556,0.0,0.9785834603352852,0.0,0.012031763856581374,0.08422234699606962,0.22058233737065855,0.0,0.22860351327504613,0.46121761450228604,0.0,0.020052939760968957,0.0,0.0,0.004010587952193791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004010587952193791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1647,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1648,8.714247527399092,8.607324244854317,79.57765303394814,0.45442395081529,0.8019246190858059,0.37423148890670943,0.0,1.3499064421277733,0.0,0.0,0.0,0.0,0.0,0.06682705159048383,0.02673082063619353,0.0,0.013365410318096765,0.0,0.0,0.0,0.013365410318096765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1649,36.16624091177049,0.702495578699155,44.424248378856355,1.203576341127923,1.031636863823934,5.497150717233248,0.0049125564943996855,0.0,0.9481234034191394,0.0,6.111220279033209,0.0,0.25545293770878363,3.0064845745726076,0.0049125564943996855,0.0,0.009825112988799371,0.0,0.2063273727647868,0.0,0.42247985851837294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049125564943996855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1650,63.00798351789853,0.0051506567087303634,20.813803759979397,1.6224568632500644,0.978624774658769,5.269121813031162,1.5657996394540303,0.0,4.352304918877157,0.0,0.8292557301055885,0.0,0.0,1.5194437290754572,0.01545197012619109,0.0,0.0,0.0,0.0,0.0,0.0051506567087303634,0.0,0.0,0.0,0.0,0.0051506567087303634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010301313417460727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1651,14.336742367273274,35.03534366070086,4.23371935629418,0.0,38.26515265453452,0.0,0.0,0.0,0.0,1.255827944051737,0.0,0.0,0.0,4.248759211911565,1.6882237930515867,0.0,0.936231012182283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1652,41.99593185863209,0.0813628273582507,49.21179760996694,0.0,0.010170353419781338,7.658276125095347,0.0,0.0,0.0,0.0,0.0,0.4246122552758708,0.0,0.6102212051868803,0.005085176709890669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025425883549453345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1653,60.70195208840743,0.021811043658439055,32.794721727434656,1.654004144098295,0.018175869715365882,4.316769057399396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47802537351412266,0.009087934857682941,0.0,0.001817586971536588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001817586971536588,0.001817586971536588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1654,66.49870088969372,0.01049786106080886,17.255859118704564,1.5116919927564758,0.20995722121617721,9.327349552528672,0.0,0.007873395795606645,0.0,0.002624465265202215,1.4040889168831852,0.0,0.0,3.4196782405584862,0.01049786106080886,0.0,0.2913156444374459,0.0,0.036742513712831014,0.0,0.0,0.0,0.0,0.0,0.0,0.002624465265202215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002624465265202215,0.007873395795606645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1655,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1656,52.692916260954235,0.006085686465433301,46.9297711781889,0.0,0.10954235637779941,0.23125608568646544,0.0,0.0,0.0,0.0,0.021299902629016553,0.0,0.0,0.0,0.006085686465433301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030428432327166506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1657,92.84175725091418,0.24545409006662325,4.40064118619446,1.3550067625106448,0.09267144216801082,0.7989781095025797,0.0,0.005009267144216801,0.0,0.0,0.04758803787005961,0.18283825076391325,0.0,0.020037068576867205,0.007513900716325202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025046335721084006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1658,43.94760376663686,3.8928928402335736,34.61518228207691,0.0,6.623178494397391,7.68583302646115,0.0,0.0,0.0,0.0,0.0,2.8354989741701297,0.0,0.3892892840233574,0.01052133200063128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1659,9.509295946357819,18.58850621423008,11.764705882352942,46.4695722848725,2.4755325273459987,0.0,0.0,0.0033865014053980833,1.0498154356734057,0.09482203935114633,0.0,0.0,0.0,4.0333231738291175,5.083138609502523,0.0,0.0067730028107961665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9211283822682786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1660,72.30294224482383,2.972514832304153,15.467974331032813,0.0,5.660491584937644,0.006054001695120475,0.0,0.006054001695120475,0.0,0.01210800339024095,0.0,0.0,0.0,2.052306574645841,1.4953384186947571,0.0,0.006054001695120475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018162005085361425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1661,5.554148016777862,0.5911662866311966,1.4976212594656984,0.0,0.475748106860344,8.794302283027898,1.1091405568223405,79.3964473721251,0.0,1.4075387776933255,0.23928159220786532,0.03096585310925316,0.0,0.3209188413140782,0.3941108577541311,0.0,0.0,0.0,0.03659600822002646,0.0,0.14075387776933254,0.0,0.0,0.0,0.0,0.0028150775553866508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028150775553866508,0.0056301551107733015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1662,11.293682018051378,0.03967335603530929,63.95344992891857,0.2744073792442226,0.8496710417562072,1.7687704565742057,0.3107746222765894,4.479783118987007,3.8747644394485405,0.5686514365060997,8.314874202400238,0.6215492445531788,0.16199953714417958,3.474724766092505,0.006612226005884881,0.0,0.0,0.0,0.0,0.0033061130029424404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033061130029424404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1663,44.53659976387249,0.15643447461629278,53.18181818181818,0.32762691853600945,0.03541912632821724,1.667650531286895,0.0029515938606847697,0.0,0.0,0.0,0.0059031877213695395,0.01475796930342385,0.0,0.050177095631641085,0.0029515938606847697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029515938606847697,0.0,0.0,0.0,0.0,0.0,0.0,0.01475796930342385,0.0
SL1664,68.5583362707085,0.6462225355422394,3.7480907061449886,4.347315239102338,0.4229820232640113,13.934907766419927,2.1149101163200563,0.0,0.0,0.035248501938667604,1.7624250969333803,0.0,1.7271765949947127,2.432146633768065,0.1292445071084479,0.0,0.08224650452355775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02349900129244507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035248501938667604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1665,26.210079840319363,0.228709248170326,67.20309381237524,2.012641383898869,0.0041583499667332,3.659347970725216,0.0,0.0124750499001996,0.0,0.0083166999334664,0.0,0.0,0.0,0.6403858948769129,0.0083166999334664,0.0,0.0083166999334664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041583499667332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1666,61.23035145438404,0.08355527703796543,25.797691785471827,0.0,0.12533291555694814,2.3865476003968875,0.15144393963131234,0.0,0.0,0.0,7.723640921196929,0.02088881925949136,0.0,2.438769648545616,0.00522220481487284,0.0,0.0,0.0,0.0,0.015666614444618518,0.02088881925949136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1667,60.355350603553504,0.020344500203445002,9.148243591482435,0.33229350332293506,0.49504950495049505,14.247931642479317,0.0,0.14919300149193002,0.0,0.006781500067815,4.1706225417062255,0.0,0.0,10.61982910619829,0.006781500067815,0.0,0.0,0.0,0.35941950359419506,0.006781500067815,0.06103350061033501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01356300013563,0.006781500067815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1668,15.485151790884276,0.11580775911986103,69.50947142029945,6.013731491438498,0.0661758623542063,5.260981057159401,0.008271982794275788,0.0,0.0,0.008271982794275788,0.12407974191413682,0.0,0.0,3.3832409628587974,0.0,0.0,0.016543965588551576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008271982794275788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1669,28.49570136754421,0.0,34.99042273597933,0.6481357744220233,0.40759053855405586,6.318766982939106,0.0,8.218628892155552,1.2249988863646488,3.2584970377299656,13.319078800837454,0.18263619760345673,0.0,2.372043298142456,0.004454541404962359,0.0,0.0,0.0,0.46327230611608533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09354536950420954,0.0,0.0,0.0,0.0,0.0,0.0,0.0022272707024811795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1670,26.511443312607486,0.3924681395246285,54.998456585968164,3.929091149622966,1.1818141729505667,2.4077258896679457,0.0,4.242183710367333,5.635666093398598,0.0,0.0,0.0,0.0,0.04850729814349341,0.46302420955152795,0.0,0.1896194381972924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1671,38.73756809435754,0.0,9.670648208306263,1.9191363886251187,1.6092758258783548,3.843270528262282,0.0,35.304113149082916,0.0,4.348043380478784,1.3294017692038582,0.4497975910840122,0.0,1.879154380528762,0.01499325303613374,0.0,0.00499775101204458,0.0,0.8846019291318906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00499775101204458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1672,47.211037740913724,0.005368551028077522,27.309819079830355,6.125516723036452,0.03757985719654265,1.3206635529070705,0.05368551028077522,0.0,3.468083964138079,0.0,3.16207655553766,0.0,0.0,10.715627852042733,0.005368551028077522,0.0,0.5529607558919848,0.0,0.0,0.0,0.0,0.02684275514038761,0.0,0.0,0.0,0.0,0.005368551028077522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1673,17.87297687089365,0.24571337001228566,51.914961807595745,0.673040970033652,5.747556220287378,11.703434645585173,0.0,0.5127931200256397,5.042465680252123,0.0,1.5063297900753165,0.0,0.0,3.3117889001655896,0.0,0.0,0.6837241600341862,0.7852144650392607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1674,89.44826500078744,0.04462176492204315,7.942674156123681,0.002624809701296656,0.12074124625964618,1.351776996167778,0.023623287311669905,0.0,0.0,0.0,0.04724657462333981,0.0,0.0,1.0105517349992126,0.007874429103889968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1675,10.071150075996211,53.219375729673764,3.559706588541093,0.484613520717228,13.32687181972377,0.0,0.0,0.004405577461065709,0.0,0.0,0.0,0.0,0.0,6.209661431372117,2.34596999801749,10.776042469766725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022027887305328545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1676,29.88442487616951,0.09784137467131414,44.37106341344096,23.433009233779735,1.8467559469210542,0.26294869442915675,0.0,0.0,0.0,0.006115085916957134,0.0,0.0,0.0,0.08561120283739987,0.006115085916957134,0.0,0.0,0.006115085916957134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1677,55.012169151201704,5.042592029205963,6.236689990873137,0.0,8.906297535746882,0.038028597505324,0.2738059020383328,0.9507149376331001,0.0,7.9479768786127165,0.0,0.0,0.0,0.6160632795862488,13.446912077882567,0.0,1.1180407666565257,0.0,0.22056586553087923,0.007605719501064801,0.0,0.0,0.0,0.0,0.0,0.007605719501064801,0.0,0.1292972315181016,0.0,0.0,0.0,0.0,0.0,0.0,0.04563431700638881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1678,48.12238645302861,0.0,29.88034612677514,3.7593673663727074,0.16975116962696146,12.313170206599594,0.0,0.16975116962696146,0.0,0.0,4.479774769179812,0.0,0.0,1.0723305593508052,0.0041402724299258896,0.0,0.016561089719703558,0.0,0.008280544859851779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041402724299258896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1679,74.5356941858955,0.15585090263647777,18.57656175592017,3.7663968137148793,0.1645092861162821,0.15152171089657562,0.0,0.4978570500887484,1.6321052859431144,0.1731676695960864,0.0,0.0,0.0,0.33334776397246635,0.00865838347980432,0.0,0.00432919173990216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1680,82.98740712317299,0.20929989186172254,16.07772002651132,0.3941814630062441,0.027906652248229673,0.17790490808246415,0.0,0.0,0.0,0.0,0.03139498377925838,0.05581330449645935,0.0,0.003488331531028709,0.013953326124114837,0.0,0.013953326124114837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006976663062057418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1681,88.9997867349115,0.35402004691831945,5.4510556621881,0.8061420345489443,0.07251013009170398,2.307528257624227,0.025591810620601407,0.0,0.0,0.0,0.28150991682661547,0.0,0.0,1.45446790360418,0.2473875026658136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1682,0.8265652900178562,0.0,0.0,0.0,0.008640055296353897,57.89701054086746,41.247623984793506,0.0,0.0,0.0,0.0,0.0,0.0,0.02016012902482576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1683,93.45088161209068,1.5113350125944585,2.5188916876574305,0.5037783375314862,0.5037783375314862,0.5037783375314862,0.0,0.0,0.0,0.0,0.2518891687657431,0.0,0.0,0.2518891687657431,0.5037783375314862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1684,27.80788012576092,0.13378821325841195,53.37480767944344,0.0,1.1305104020335808,3.5587664726737573,0.0,2.220884340089638,3.003545387651348,0.0,0.0,0.8094186902133922,0.0,4.9234062479095595,3.036992440965951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1685,30.74712643678161,0.24702561000201653,25.292397660818715,7.360354910264166,0.025206694898164954,35.03226456946965,0.0,0.00504133897963299,0.0,0.0,0.11090945755192579,0.0,0.0,1.1393426093970558,0.0,0.0,0.025206694898164954,0.0,0.00504133897963299,0.0,0.01008267795926598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1686,31.699985910421592,15.39208165693442,47.66347824725644,0.0,5.23349562440315,0.0015655087120559825,0.0015655087120559825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004696526136167948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003131017424111965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1687,60.23273354164422,0.20040943863807778,31.319900872750782,0.8770606615666415,5.676112487878461,1.0602305786014439,0.0021549402004094388,0.0,0.0,0.0043098804008188775,0.0,0.0,0.0,0.05387350501023597,0.010774701002047193,0.0,0.008619760801637755,0.0,0.0,0.0,0.0,0.5473548109039974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006464820601228316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
