,Ascomycota,Unclassified,Anthophyta,Basidiomycota,Basidiobolomycota,Cercozoa,Mortierellomycota,Glomeromycota,Haplosporidia,Rozellomycota,Blastocladiomycota,Mucoromycota,Calcarisporiellomycota,Choanoflagellata,Arthropoda,Eumycetozoa,Monilophyta,Streptophycophyta
SL1829,287,2154,4,28,1,0,1,0,0,0,0,1,0,0,0,0,0,0
SL1830,202,963,3,39,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SL1831,177,903,2,26,1,1,1,0,0,0,1,1,0,0,1,0,0,0
SL1832,176,1630,1,80,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SL1833,341,1086,7,89,4,2,0,0,3,0,0,0,0,0,0,0,0,0
SL1834,254,1006,4,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SL1835,366,3158,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1836,77,1884,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1837,277,1431,3,54,13,0,0,0,1,0,0,0,0,0,0,0,0,0
SL1838,279,1815,0,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1839,65,1201,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SL1840,292,1269,3,39,8,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1841,413,2329,3,49,5,0,0,0,4,0,0,0,0,0,0,0,0,0
SL1842,106,1981,2,11,0,1,2,0,0,0,0,0,0,0,0,0,0,0
SL1843,255,2622,9,10,23,0,1,0,0,0,0,0,0,0,0,0,0,0
SL1844,167,3157,2,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SL1845,161,2248,2,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SL1846,179,1097,3,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1847,251,992,8,30,1,0,2,0,0,0,0,0,0,0,0,0,0,0
SL1848,184,759,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0
SL1849,419,1577,0,86,20,6,0,0,4,0,1,3,0,0,0,0,0,0
SL1850,128,1725,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1851,165,2109,3,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SL1852,193,4921,1,23,1,2,0,0,0,0,0,0,0,0,0,0,0,0
SL1853,287,2187,5,34,4,0,0,0,0,0,0,0,0,1,0,0,0,0
SL1854,88,1148,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1855,49,1045,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1856,9,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1857,91,2742,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0
SL1858,94,1650,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1859,176,1094,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1860,145,4225,0,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SL1861,85,1302,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1862,49,635,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1863,272,1402,2,6,9,0,0,0,0,0,2,0,0,0,0,0,0,0
SL1864,168,1129,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1865,379,1419,5,43,0,4,0,0,2,0,0,0,0,0,0,0,0,0
SL1866,142,1469,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1867,132,1511,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1868,163,1821,1,22,2,3,1,0,0,0,0,0,0,0,0,0,0,0
SL1869,129,1265,5,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0
SL1870,137,513,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1871,271,2855,6,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1872,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1873,330,731,1,45,3,3,0,0,2,0,0,0,0,0,0,0,0,0
SL1874,112,1083,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1875,104,1498,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1876,137,3934,0,20,2,1,2,0,2,0,0,0,0,1,1,0,0,0
SL1877,216,1010,3,62,0,0,1,0,0,0,0,0,0,0,1,0,0,0
SL1878,197,763,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1879,120,1083,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1880,241,2713,0,10,11,0,0,0,0,0,0,0,0,3,0,0,0,0
SL1881,127,1884,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1882,50,1154,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1883,120,824,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1884,140,2149,4,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SL1885,190,2933,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1886,143,2649,0,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SL1887,335,1969,1,16,0,0,1,2,0,0,0,0,1,0,0,0,0,0
SL1888,134,2128,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1889,206,1984,8,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SL1890,29,1403,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1891,124,1685,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1892,248,2175,2,73,0,4,0,0,0,0,0,0,0,0,0,0,0,0
SL1893,231,1953,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1894,118,2041,1,19,1,0,0,1,0,0,0,0,0,0,0,0,0,0
SL1895,231,2341,1,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SL1896,306,2102,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1897,141,1760,3,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1898,220,2362,8,56,0,0,1,0,0,0,0,2,0,0,0,0,0,0
SL1899,214,1369,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1900,181,2693,5,45,0,3,1,0,0,0,0,0,0,0,0,0,0,0
SL1901,301,1284,3,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SL1902,585,3610,0,173,0,28,0,0,9,0,12,0,0,0,0,1,0,1
SL1903,308,3365,2,68,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SL1904,322,1577,9,39,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SL1905,206,1821,5,52,0,1,1,0,0,0,0,0,0,0,0,0,0,0
SL1906,192,2738,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1907,79,1467,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1908,113,1889,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1909,299,2840,2,77,3,1,0,0,0,0,0,0,0,0,0,0,0,0
SL1910,216,2559,2,35,0,0,3,0,0,0,0,1,0,0,0,0,0,0
SL1911,144,1750,0,53,3,1,0,0,0,1,0,0,0,0,0,0,0,0
SL1912,151,2550,3,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1913,388,2531,1,58,1,1,0,0,0,0,0,4,0,0,0,0,0,0
SL1914,335,1065,4,28,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SL1915,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1916,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1917,140,2055,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1918,251,1508,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1919,142,1442,8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1920,211,2148,4,53,1,1,1,0,1,0,0,1,0,0,0,0,1,0
SL1921,231,1922,4,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1922,213,4152,0,21,23,0,1,0,0,0,0,0,0,0,0,0,0,0
SL1923,199,3040,5,30,1,0,0,0,0,1,0,0,0,0,0,0,0,0
SL1924,126,4468,0,24,1,0,0,0,1,2,0,1,0,0,0,0,0,0
SL1925,171,1569,3,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SL1926,119,1246,3,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SL1927,131,1917,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1928,148,1604,4,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SL1929,170,4040,0,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1930,107,1657,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1931,102,2666,5,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0
SL1932,120,825,3,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1933,135,2045,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1934,167,1874,3,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SL1935,194,2861,6,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SL1936,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1937,146,1895,2,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SL1938,15,187,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1939,141,1647,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1940,126,1051,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1941,305,1391,3,26,0,2,0,0,0,0,0,0,0,0,0,2,0,0
SL1942,104,1794,1,21,0,1,0,0,1,0,0,0,0,0,0,0,0,0
SL1943,92,545,0,21,0,8,0,0,0,0,0,0,0,0,0,0,0,0
SL1944,195,3806,7,60,0,8,0,0,0,0,0,0,0,0,0,0,0,0
SL1945,139,1684,6,28,0,1,0,0,0,1,0,0,0,0,0,0,0,0
SL1946,143,1451,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SL1947,127,2022,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1948,167,1868,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1949,163,1761,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SL1950,138,908,2,28,1,0,2,0,0,0,0,2,0,0,0,0,0,0
SL1951,150,1729,3,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SL1952,97,1252,4,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1953,109,1930,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1954,67,800,0,26,0,1,1,0,0,0,0,0,0,0,0,0,0,0
SL1955,134,2590,2,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SL1956,106,2326,3,19,1,0,2,0,0,0,0,0,1,0,0,0,0,0
SL1957,135,2330,8,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1958,273,1931,3,20,0,1,0,1,0,0,0,0,0,0,0,0,0,0
SL1959,88,1982,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1960,117,1332,4,43,0,2,0,0,1,0,0,0,0,0,0,0,0,0
SL1961,181,4148,1,52,4,3,0,0,0,1,0,0,0,0,0,0,0,0
SL1962,72,1605,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1963,140,2114,4,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1964,161,1700,2,74,0,0,0,0,0,1,1,0,0,0,0,0,0,0
SL1965,155,3946,0,29,2,1,0,0,0,0,0,0,0,0,0,0,0,0
SL1966,89,796,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1967,306,2376,5,57,0,2,0,0,0,0,0,0,1,0,0,0,0,0
SL1968,84,1675,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1969,101,1330,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1970,139,1333,6,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SL1971,131,2588,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1972,103,1609,7,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1973,122,2122,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1974,97,1341,1,39,0,0,0,0,1,0,0,0,0,0,1,0,0,0
SL1975,232,1603,1,30,0,2,0,0,0,1,0,0,0,0,0,0,0,0
SL1976,84,1746,2,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1977,231,3188,5,67,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SL1978,155,2598,8,24,0,1,1,0,0,0,0,0,0,0,0,0,0,0
SL1979,136,1200,2,17,0,0,2,0,0,0,0,2,0,0,0,0,0,0
SL1980,178,2089,2,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1981,190,2099,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1982,184,2462,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1983,66,346,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SL1984,55,2876,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SL1985,93,771,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1986,114,1406,4,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SL1987,95,2370,4,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SL1988,202,495,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1989,247,3014,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1990,131,1897,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1991,148,1740,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1992,138,1075,4,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SL1993,4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1994,98,2312,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1995,137,3932,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1996,229,1318,1,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SL1997,296,1348,4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL1998,169,2102,5,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0
SL1999,88,819,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL2000,119,1839,2,19,0,1,0,0,0,0,1,0,0,0,0,0,0,0
SL2001,96,1212,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL2002,117,2056,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL2003,86,991,3,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SL2004,96,654,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL2005,269,3656,6,61,1,0,2,0,0,1,0,0,0,0,0,0,0,0
SL2006,264,2936,2,38,0,0,1,1,0,0,0,0,0,0,1,0,0,0
SL2007,2,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL2008,17,836,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL2009,82,1775,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL2010,8,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL2011,51,483,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL2012,98,1653,6,21,0,1,0,0,0,0,0,1,0,0,0,0,0,0
SL2013,108,752,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL2014,114,1831,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SL2015,163,1357,3,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL2016,136,1620,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL2017,138,2530,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL2018,129,3287,1,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0
SL2019,17,992,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL2020,144,900,0,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SL2021,118,1652,5,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SL2022,32,95,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL2023,114,3067,0,12,0,1,0,0,0,1,0,1,0,0,0,0,0,0
SL2024,156,2007,5,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SL2025,63,1071,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLP2W,185,1847,0,22,7,1,0,0,0,0,0,0,0,0,0,0,0,0
SLPW1B,216,4485,0,36,2,0,3,0,1,1,0,0,0,1,0,0,0,0
SLPW3A,150,4891,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SLPW4A,214,4628,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLPW5X,268,4213,0,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SLPW6A,47,1189,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLPW7,29,576,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLPW8,16,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
