OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV13180	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	Acarospora gwynnii
ASV13181	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Extremaceae	Petrophila	NA
ASV13182	NA	NA	NA	NA	NA	NA	NA
ASV13183	NA	NA	NA	NA	NA	NA	NA
ASV13185	NA	NA	NA	NA	NA	NA	NA
ASV13186	NA	NA	NA	NA	NA	NA	NA
ASV13187	NA	NA	NA	NA	NA	NA	NA
ASV13188	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neodevriesiaceae	NA	NA
ASV13189	NA	NA	NA	NA	NA	NA	NA
ASV13194	NA	NA	NA	NA	NA	NA	NA
ASV13195	NA	NA	NA	NA	NA	NA	NA
ASV13196	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV13197	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Zygosporium	Zygosporium pseudogibbum
ASV13198	NA	NA	NA	NA	NA	NA	NA
ASV13200	NA	NA	NA	NA	NA	NA	NA
ASV13202	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	NA	NA
ASV13203	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV13204	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13206	Fungi	Ascomycota	Sordariomycetes	Xylariales	NA	Fantasmomyces	Fantasmomyces hyalinus
ASV13207	NA	NA	NA	NA	NA	NA	NA
ASV13208	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV13209	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA
ASV13210	NA	NA	NA	NA	NA	NA	NA
ASV13213	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV13214	NA	NA	NA	NA	NA	NA	NA
ASV13215	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV13216	NA	NA	NA	NA	NA	NA	NA
ASV13217	NA	NA	NA	NA	NA	NA	NA
ASV13220	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV13221	NA	NA	NA	NA	NA	NA	NA
ASV13222	NA	NA	NA	NA	NA	NA	NA
ASV13223	NA	NA	NA	NA	NA	NA	NA
ASV13225	NA	NA	NA	NA	NA	NA	NA
ASV13226	Fungi	Ascomycota	Sordariomycetes	Xylariales	NA	NA	NA
ASV13228	NA	NA	NA	NA	NA	NA	NA
ASV13229	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Parapyrenochaetaceae	Parapyrenochaeta	Parapyrenochaeta acaciae
ASV13230	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	NA
ASV13231	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	NA
ASV13233	NA	NA	NA	NA	NA	NA	NA
ASV13234	NA	NA	NA	NA	NA	NA	NA
ASV13235	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	NA	NA	NA
ASV13236	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	NA
ASV13238	NA	NA	NA	NA	NA	NA	NA
ASV13239	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Podoscyphaceae	Hypochnicium	Hypochnicium cremicolor
ASV13240	NA	NA	NA	NA	NA	NA	NA
ASV13243	Fungi	NA	NA	NA	NA	NA	NA
ASV13248	NA	NA	NA	NA	NA	NA	NA
ASV13249	NA	NA	NA	NA	NA	NA	NA
ASV13250	Fungi	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	NA	NA	NA
ASV13251	NA	NA	NA	NA	NA	NA	NA
ASV13252	NA	NA	NA	NA	NA	NA	NA
ASV13253	Fungi	Basidiomycota	Spiculogloeomycetes	Spiculogloeales	NA	Meniscomyces	Meniscomyces layueensis
ASV13254	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV13255	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	NA	NA	NA
ASV13256	NA	NA	NA	NA	NA	NA	NA
ASV13257	NA	NA	NA	NA	NA	NA	NA
ASV13259	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
ASV13262	Fungi	NA	NA	NA	NA	NA	NA
ASV13263	NA	NA	NA	NA	NA	NA	NA
ASV13265	Fungi	NA	NA	NA	NA	NA	NA
ASV13267	NA	NA	NA	NA	NA	NA	NA
ASV13268	NA	NA	NA	NA	NA	NA	NA
ASV13269	NA	NA	NA	NA	NA	NA	NA
ASV13270	NA	NA	NA	NA	NA	NA	NA
ASV13271	NA	NA	NA	NA	NA	NA	NA
ASV13272	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV13273	NA	NA	NA	NA	NA	NA	NA
ASV13275	NA	NA	NA	NA	NA	NA	NA
ASV13277	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV13278	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13281	NA	NA	NA	NA	NA	NA	NA
ASV13282	NA	NA	NA	NA	NA	NA	NA
ASV13284	NA	NA	NA	NA	NA	NA	NA
ASV13285	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13286	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	NA
ASV13288	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13289	NA	NA	NA	NA	NA	NA	NA
ASV13290	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
ASV13292	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Carbonea	Carbonea vorticosa
ASV13293	NA	NA	NA	NA	NA	NA	NA
ASV13295	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	NA	NA
ASV13296	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pseudotricharina	NA
ASV13297	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13298	NA	NA	NA	NA	NA	NA	NA
ASV13300	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13305	NA	NA	NA	NA	NA	NA	NA
ASV13307	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	NA	NA
ASV13308	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	NA	NA
ASV13309	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV13312	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	Phaeomoniella	NA
ASV13313	NA	NA	NA	NA	NA	NA	NA
ASV13314	NA	NA	NA	NA	NA	NA	NA
ASV13315	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	NA	NA
ASV13316	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	NA	Cyrenella	NA
ASV13320	NA	NA	NA	NA	NA	NA	NA
ASV13322	NA	NA	NA	NA	NA	NA	NA
ASV13323	NA	NA	NA	NA	NA	NA	NA
ASV13326	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV13328	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus ranarum
ASV13335	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV13336	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV13337	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
ASV13338	Fungi	NA	NA	NA	NA	NA	NA
ASV13339	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paracamarosporium	NA
ASV13341	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
ASV13344	NA	NA	NA	NA	NA	NA	NA
ASV13346	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
ASV13347	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Anthopsis	NA
ASV13348	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV13349	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV13351	NA	NA	NA	NA	NA	NA	NA
ASV13354	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria microscopica
ASV13355	NA	NA	NA	NA	NA	NA	NA
ASV13356	NA	NA	NA	NA	NA	NA	NA
ASV13360	NA	NA	NA	NA	NA	NA	NA
ASV13361	NA	NA	NA	NA	NA	NA	NA
ASV13362	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	NA	NA
ASV13363	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13364	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV13365	NA	NA	NA	NA	NA	NA	NA
ASV13366	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia terricola
ASV13368	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV13369	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13370	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV13371	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV13372	NA	NA	NA	NA	NA	NA	NA
ASV13380	NA	NA	NA	NA	NA	NA	NA
ASV13381	NA	NA	NA	NA	NA	NA	NA
ASV13382	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	Buellia	NA
ASV13383	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13384	NA	NA	NA	NA	NA	NA	NA
ASV13386	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	NA
ASV13389	NA	NA	NA	NA	NA	NA	NA
ASV13390	NA	NA	NA	NA	NA	NA	NA
ASV13391	Fungi	NA	NA	NA	NA	NA	NA
ASV13392	NA	NA	NA	NA	NA	NA	NA
ASV13393	NA	NA	NA	NA	NA	NA	NA
ASV13394	NA	NA	NA	NA	NA	NA	NA
ASV13395	NA	NA	NA	NA	NA	NA	NA
ASV13397	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Planistromellaceae	Ramimonilia	Ramimonilia apicalis
ASV13398	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13399	NA	NA	NA	NA	NA	NA	NA
ASV13400	NA	NA	NA	NA	NA	NA	NA
ASV13402	NA	NA	NA	NA	NA	NA	NA
ASV13404	NA	NA	NA	NA	NA	NA	NA
ASV13405	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
ASV13406	NA	NA	NA	NA	NA	NA	NA
ASV13410	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
ASV13411	NA	NA	NA	NA	NA	NA	NA
ASV13412	NA	NA	NA	NA	NA	NA	NA
ASV13413	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
ASV13415	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV13416	NA	NA	NA	NA	NA	NA	NA
ASV13417	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV13421	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	NA
ASV13422	NA	NA	NA	NA	NA	NA	NA
ASV13423	Fungi	Ascomycota	Eurotiomycetes	Sclerococcales	Sclerococcaceae	Sclerococcum	Sclerococcum simplex
ASV13428	NA	NA	NA	NA	NA	NA	NA
ASV13429	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
ASV13430	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	NA	NA
ASV13432	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Leptobacillium	Leptobacillium leptobactrum
ASV13433	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	NA	NA
ASV13437	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
ASV13439	NA	NA	NA	NA	NA	NA	NA
ASV13440	NA	NA	NA	NA	NA	NA	NA
ASV13445	Fungi	Basidiomycota	NA	NA	NA	NA	NA
ASV13446	Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA	NA
ASV13448	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	NA	NA
ASV13449	NA	NA	NA	NA	NA	NA	NA
ASV13450	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV13451	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13453	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV13455	Fungi	NA	NA	NA	NA	NA	NA
ASV13458	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
ASV13459	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
ASV13460	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	NA	NA	NA
ASV13461	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
ASV13462	NA	NA	NA	NA	NA	NA	NA
ASV13463	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	NA
ASV13465	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV13468	NA	NA	NA	NA	NA	NA	NA
ASV13469	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	Comoclathris rosigena
ASV13470	NA	NA	NA	NA	NA	NA	NA
ASV13471	NA	NA	NA	NA	NA	NA	NA
ASV13472	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paracamarosporium	NA
ASV13474	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	Comoclathris rosigena
ASV13475	NA	NA	NA	NA	NA	NA	NA
ASV13476	NA	NA	NA	NA	NA	NA	NA
ASV13477	Fungi	NA	NA	NA	NA	NA	NA
ASV13480	NA	NA	NA	NA	NA	NA	NA
ASV13482	NA	NA	NA	NA	NA	NA	NA
ASV13484	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Rachicladosporium	NA
ASV13487	NA	NA	NA	NA	NA	NA	NA
ASV13488	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	NA
ASV13494	NA	NA	NA	NA	NA	NA	NA
ASV13496	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
ASV13497	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Elasticomyces	NA
ASV13500	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13501	NA	NA	NA	NA	NA	NA	NA
ASV13502	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV13504	NA	NA	NA	NA	NA	NA	NA
ASV13506	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13507	NA	NA	NA	NA	NA	NA	NA
ASV13509	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV13511	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
ASV13512	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	NA
ASV13513	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Laetisaria	NA
ASV13515	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
ASV13516	Fungi	NA	NA	NA	NA	NA	NA
ASV13517	NA	NA	NA	NA	NA	NA	NA
ASV13520	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13521	NA	NA	NA	NA	NA	NA	NA
ASV13526	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13527	NA	NA	NA	NA	NA	NA	NA
ASV13528	NA	NA	NA	NA	NA	NA	NA
ASV13530	NA	NA	NA	NA	NA	NA	NA
ASV13531	NA	NA	NA	NA	NA	NA	NA
ASV13532	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	NA
ASV13534	NA	NA	NA	NA	NA	NA	NA
ASV13535	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13536	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
ASV13537	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	NA	NA
ASV13539	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Pseudocosmospora	Pseudocosmospora rogersonii
ASV13540	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV13542	NA	NA	NA	NA	NA	NA	NA
ASV13543	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia africana
ASV13547	NA	NA	NA	NA	NA	NA	NA
ASV13548	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV13550	NA	NA	NA	NA	NA	NA	NA
ASV13551	NA	NA	NA	NA	NA	NA	NA
ASV13553	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	NA	NA	NA
ASV13554	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	NA	NA
ASV13555	NA	NA	NA	NA	NA	NA	NA
ASV13556	NA	NA	NA	NA	NA	NA	NA
ASV13557	NA	NA	NA	NA	NA	NA	NA
ASV13558	NA	NA	NA	NA	NA	NA	NA
ASV13560	NA	NA	NA	NA	NA	NA	NA
ASV13561	NA	NA	NA	NA	NA	NA	NA
ASV13562	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
ASV13563	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV13564	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
ASV13565	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Catenulostroma	Catenulostroma hermanusense
ASV13566	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13567	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV13568	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	NA	NA
ASV13570	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13571	NA	NA	NA	NA	NA	NA	NA
ASV13572	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV13574	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Sordaria	NA
ASV13576	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13577	NA	NA	NA	NA	NA	NA	NA
ASV13580	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA
ASV13581	NA	NA	NA	NA	NA	NA	NA
ASV13582	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	NA	NA
ASV13583	NA	NA	NA	NA	NA	NA	NA
ASV13584	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13586	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA
ASV13587	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia fleischhakii
ASV13588	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13592	NA	NA	NA	NA	NA	NA	NA
ASV13593	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV13594	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13595	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13596	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV13597	Fungi	Ascomycota	Lichinomycetes	Lichinales	Peltulaceae	Peltula	Peltula radicata
ASV13598	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	Wickerhamomyces anomalus
ASV13599	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV13600	NA	NA	NA	NA	NA	NA	NA
ASV13601	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV13602	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	NA	NA
ASV13603	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
ASV13604	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV13605	NA	NA	NA	NA	NA	NA	NA
ASV13609	NA	NA	NA	NA	NA	NA	NA
ASV13610	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV13613	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Pseudosydowia	NA
ASV13614	NA	NA	NA	NA	NA	NA	NA
ASV13615	NA	NA	NA	NA	NA	NA	NA
ASV13617	Fungi	Basidiomycota	Microbotryomycetes	NA	Colacogloeaceae	Colacogloea	Colacogloea subericola
ASV13618	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV13620	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV13621	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV13623	NA	NA	NA	NA	NA	NA	NA
ASV13625	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV13626	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
ASV13631	NA	NA	NA	NA	NA	NA	NA
ASV13634	NA	NA	NA	NA	NA	NA	NA
ASV13635	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13636	NA	NA	NA	NA	NA	NA	NA
ASV13640	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Thysanorea	Thysanorea aquatica
ASV13641	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
ASV13642	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
ASV13645	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
ASV13647	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13649	NA	NA	NA	NA	NA	NA	NA
ASV13651	NA	NA	NA	NA	NA	NA	NA
ASV13653	NA	NA	NA	NA	NA	NA	NA
ASV13654	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	NA
ASV13655	NA	NA	NA	NA	NA	NA	NA
ASV13656	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium colombiae
ASV13658	NA	NA	NA	NA	NA	NA	NA
ASV13659	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV13660	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV13662	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Oedocephalum	NA
ASV13663	NA	NA	NA	NA	NA	NA	NA
ASV13664	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	NA
ASV13666	Fungi	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Peccania	Peccania terricola
ASV13667	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13669	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma carnescens
ASV13670	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Coniothyriaceae	Hazslinszkyomyces	NA
ASV13671	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
ASV13674	Fungi	NA	NA	NA	NA	NA	NA
ASV13676	Fungi	Ascomycota	Lecanoromycetes	Lecideales	Lecideaceae	Lecidea	NA
ASV13677	NA	NA	NA	NA	NA	NA	NA
ASV13678	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
ASV13679	NA	NA	NA	NA	NA	NA	NA
ASV13680	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	NA	NA
ASV13681	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
ASV13682	NA	NA	NA	NA	NA	NA	NA
ASV13683	NA	NA	NA	NA	NA	NA	NA
ASV13684	NA	NA	NA	NA	NA	NA	NA
ASV13685	NA	NA	NA	NA	NA	NA	NA
ASV13688	NA	NA	NA	NA	NA	NA	NA
ASV13689	NA	NA	NA	NA	NA	NA	NA
ASV13690	NA	NA	NA	NA	NA	NA	NA
ASV13691	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	NA	Cyrenella	NA
ASV13692	NA	NA	NA	NA	NA	NA	NA
ASV13694	Fungi	Ascomycota	Orbiliomycetes	NA	NA	NA	NA
ASV13695	NA	NA	NA	NA	NA	NA	NA
ASV13696	Fungi	NA	NA	NA	NA	NA	NA
ASV13697	NA	NA	NA	NA	NA	NA	NA
ASV13699	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13700	NA	NA	NA	NA	NA	NA	NA
ASV13702	NA	NA	NA	NA	NA	NA	NA
ASV13703	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora	Teichospora thailandica
ASV13704	NA	NA	NA	NA	NA	NA	NA
ASV13706	NA	NA	NA	NA	NA	NA	NA
ASV13707	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA
ASV13708	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13709	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13710	NA	NA	NA	NA	NA	NA	NA
ASV13713	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
ASV13714	Fungi	NA	NA	NA	NA	NA	NA
ASV13717	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV13718	NA	NA	NA	NA	NA	NA	NA
ASV13722	NA	NA	NA	NA	NA	NA	NA
ASV13723	NA	NA	NA	NA	NA	NA	NA
ASV13724	NA	NA	NA	NA	NA	NA	NA
