OTU	ASVs
OTU1858	ASV15925, ASV19109, ASV20714
OTU1859	ASV15939
OTU1860	ASV15890
OTU1861	ASV15948
OTU1862	ASV15945, ASV19374
OTU1863	ASV15911
OTU1864	ASV15935
OTU1865	ASV15953
OTU1866	ASV15920
OTU1867	ASV16003, ASV18811
OTU1868	ASV16004
OTU1869	ASV8, ASV7192, ASV15996
OTU1870	ASV16041
OTU1871	ASV16043
OTU1872	ASV16054
OTU1873	ASV16020, ASV20957
OTU1874	ASV16065, ASV18607, ASV20858
OTU1875	ASV16023, ASV20272
OTU1876	ASV16018
OTU1877	ASV16056
OTU1878	ASV16035, ASV18404, ASV19433, ASV20477
OTU1879	ASV16083, ASV18114
OTU1880	ASV16081
OTU1881	ASV16090
OTU1882	ASV16002, ASV20615
OTU1883	ASV16070, ASV16416
OTU1884	ASV16091, ASV19474
OTU1885	ASV16080
OTU1886	ASV16074
OTU1887	ASV16034
OTU1888	ASV16086
OTU1889	ASV16072
OTU1890	ASV16112
OTU1891	ASV16129, ASV21270
OTU1892	ASV16101
OTU1893	ASV16116
OTU1894	ASV16139, ASV17888
OTU1895	ASV4371, ASV13883, ASV16138, ASV17749
OTU1896	ASV16132
OTU1897	ASV16178, ASV20835
OTU1898	ASV16159, ASV19941
OTU1899	ASV16182, ASV18416, ASV20634
OTU1900	ASV16193
OTU1901	ASV16223
OTU1902	ASV16216
OTU1903	ASV16224, ASV18961
OTU1904	ASV16253
OTU1905	ASV16252
OTU1906	ASV16255, ASV18928
OTU1907	ASV16270
OTU1908	ASV1484, ASV1677, ASV1997, ASV2686, ASV2697, ASV2794, ASV2955, ASV3088, ASV3165, ASV3218, ASV3361, ASV3467, ASV3687, ASV3833, ASV3845, ASV3951, ASV3945, ASV3960, ASV4108, ASV4194, ASV4218, ASV4343, ASV4556, ASV4582, ASV4612, ASV4893, ASV5048, ASV5103, ASV5110, ASV5146, ASV5265, ASV5263, ASV5364, ASV5398, ASV5501, ASV5627, ASV5720, ASV5776, ASV5822, ASV5824, ASV6283, ASV6708, ASV7044, ASV7278, ASV7514, ASV7887, ASV8025, ASV8070, ASV8139, ASV8364, ASV8543, ASV8565, ASV8591, ASV8800, ASV8945, ASV9014, ASV9563, ASV9755, ASV9738, ASV9975, ASV10032, ASV10474, ASV10523, ASV10865, ASV10884, ASV11197, ASV11651, ASV11723, ASV11895, ASV12287, ASV12633, ASV12702, ASV12719, ASV12943, ASV13631, ASV13906, ASV14523, ASV14508, ASV14593, ASV14624, ASV14789, ASV15308, ASV15408, ASV15596, ASV15616, ASV15640, ASV16005, ASV16017, ASV16099, ASV16247, ASV16295, ASV16352, ASV16561, ASV16623, ASV16727, ASV17201, ASV17521, ASV17591, ASV18179, ASV18595, ASV18658, ASV18682, ASV18996, ASV19002, ASV19104, ASV19538, ASV19891, ASV20115, ASV20351, ASV20390
OTU1909	ASV16290, ASV20579
OTU1910	ASV16292
OTU1911	ASV16311, ASV17931, ASV20793
OTU1912	ASV16339, ASV16674
OTU1913	ASV16326
OTU1914	ASV16361
OTU1915	ASV16306
OTU1916	ASV16387
OTU1917	ASV16328
OTU1918	ASV16349
OTU1919	ASV16394
OTU1920	ASV16419
OTU1921	ASV16417, ASV19979
OTU1922	ASV16434
OTU1923	ASV16435
OTU1924	ASV16406, ASV16671
OTU1925	ASV16457
OTU1926	ASV16439
OTU1927	ASV16470, ASV16875, ASV18276, ASV19536
OTU1928	ASV16408
OTU1929	ASV16460
OTU1930	ASV15010, ASV16473, ASV17918
OTU1931	ASV16462
OTU1932	ASV16491
OTU1933	ASV16490
OTU1934	ASV16524
OTU1935	ASV16545, ASV19859
OTU1936	ASV16526
OTU1937	ASV16500
OTU1938	ASV16566
OTU1939	ASV16576
OTU1940	ASV16582
OTU1941	ASV16495
OTU1942	ASV16597, ASV16663
OTU1943	ASV16546
OTU1944	ASV16632
OTU1945	ASV16651
OTU1946	ASV16638
OTU1947	ASV16648
OTU1948	ASV16631
OTU1949	ASV16656
OTU1950	ASV16650, ASV20656
OTU1951	ASV16665
OTU1952	ASV16667
OTU1953	ASV16629
OTU1954	ASV16687, ASV16813, ASV19802, ASV20843
OTU1955	ASV16686
OTU1956	ASV16697
OTU1957	ASV16693, ASV18800
OTU1958	ASV16721
OTU1959	ASV16741
OTU1960	ASV16718, ASV17485
OTU1961	ASV16779
OTU1962	ASV16810
OTU1963	ASV16803, ASV18483
OTU1964	ASV16795, ASV20704
OTU1965	ASV16825
OTU1966	ASV16812
OTU1967	ASV16796
OTU1968	ASV16786
OTU1969	ASV16834
OTU1970	ASV16871
OTU1971	ASV16818
OTU1972	ASV16880, ASV20232
OTU1973	ASV16872
OTU1974	ASV16838
OTU1975	ASV15385, ASV16849, ASV18519
OTU1976	ASV16854
OTU1977	ASV16917
OTU1978	ASV16894
OTU1979	ASV16898
OTU1980	ASV16940
OTU1981	ASV1173, ASV16941
OTU1982	ASV16919
OTU1983	ASV14023, ASV16957
OTU1984	ASV16915, ASV19048
OTU1985	ASV16954, ASV21285
OTU1986	ASV16886
OTU1987	ASV16910, ASV21172
OTU1988	ASV16994, ASV19409
OTU1989	ASV17006
OTU1990	ASV17012
OTU1991	ASV17024
OTU1992	ASV17005
OTU1993	ASV17021
OTU1994	ASV17064
OTU1995	ASV17065, ASV20063
OTU1996	ASV17079
OTU1997	ASV17078
OTU1998	ASV17101
OTU1999	ASV17083
OTU2000	ASV17087
OTU2001	ASV17075
OTU2002	ASV17162
OTU2003	ASV17161
OTU2004	ASV17169, ASV19702
OTU2005	ASV17176
OTU2006	ASV17207, ASV18105
OTU2007	ASV17204
OTU2008	ASV17208
OTU2009	ASV17200
OTU2010	ASV9804, ASV17205
OTU2011	ASV17229
OTU2012	ASV17186
OTU2013	ASV17175, ASV18201
OTU2014	ASV17247
OTU2015	ASV17267, ASV19549, ASV20561, ASV21220
OTU2016	ASV17251, ASV19835
OTU2017	ASV17288
OTU2018	ASV17310
OTU2019	ASV17314
OTU2020	ASV17340
OTU2021	ASV17322
OTU2022	ASV17345
OTU2023	ASV17346
OTU2024	ASV17363
OTU2025	ASV17308
OTU2026	ASV17360, ASV19430
OTU2027	ASV17382
OTU2028	ASV17399
OTU2029	ASV17435
OTU2030	ASV17397
OTU2031	ASV17447
OTU2032	ASV17428
OTU2033	ASV17465
OTU2034	ASV17442
OTU2035	ASV17480, ASV21148
OTU2036	ASV17481
OTU2037	ASV17474
OTU2038	ASV17479
OTU2039	ASV17500
OTU2040	ASV17515, ASV18870, ASV21428
OTU2041	ASV17545
OTU2042	ASV17502, ASV21051
OTU2043	ASV17522
OTU2044	ASV17551
OTU2045	ASV17559
OTU2046	ASV17493
OTU2047	ASV17492
OTU2048	ASV17587
OTU2049	ASV17576, ASV18878
OTU2050	ASV17589
OTU2051	ASV17601
OTU2052	ASV17536
OTU2053	ASV17533
OTU2054	ASV17634
OTU2055	ASV17633
OTU2056	ASV17639
OTU2057	ASV17579
OTU2058	ASV17635
OTU2059	ASV17632
OTU2060	ASV17637
OTU2061	ASV17644, ASV19974
OTU2062	ASV17649
OTU2063	ASV17683
OTU2064	ASV17638, ASV19663
OTU2065	ASV17685
OTU2066	ASV17648
OTU2067	ASV17695, ASV20275
OTU2068	ASV17701
OTU2069	ASV17712
OTU2070	ASV17653
OTU2071	ASV17704, ASV19721
OTU2072	ASV17706
OTU2073	ASV17705
OTU2074	ASV17713
OTU2075	ASV17690, ASV20238
OTU2076	ASV17750, ASV19284, ASV19315, ASV20709, ASV21131
OTU2077	ASV17735
OTU2078	ASV17766
OTU2079	ASV17737
OTU2080	ASV17763
OTU2081	ASV17771
OTU2082	ASV17762, ASV19683, ASV21202
OTU2083	ASV1005, ASV1075, ASV1087, ASV1110, ASV1228, ASV1310, ASV1327, ASV1865, ASV1918, ASV1949, ASV1942, ASV2018, ASV2023, ASV2098, ASV2202, ASV2226, ASV2223, ASV2229, ASV2413, ASV2502, ASV2637, ASV2864, ASV3166, ASV3251, ASV3245, ASV3374, ASV3433, ASV3600, ASV3713, ASV3778, ASV3847, ASV3934, ASV4019, ASV4027, ASV4056, ASV4044, ASV4281, ASV4302, ASV4319, ASV4406, ASV4549, ASV4600, ASV4692, ASV4830, ASV4867, ASV4990, ASV5124, ASV5289, ASV5562, ASV5589, ASV5671, ASV5683, ASV6010, ASV6159, ASV6339, ASV6699, ASV6740, ASV6776, ASV6836, ASV6928, ASV7146, ASV7175, ASV7298, ASV7311, ASV7383, ASV7511, ASV7559, ASV7652, ASV7712, ASV8030, ASV8131, ASV8280, ASV8478, ASV8503, ASV8523, ASV8666, ASV8749, ASV9038, ASV9235, ASV9305, ASV9358, ASV9334, ASV9467, ASV9890, ASV10012, ASV10097, ASV10234, ASV10244, ASV10464, ASV10663, ASV10717, ASV11605, ASV11885, ASV12314, ASV12634, ASV12697, ASV13017, ASV13173, ASV13207, ASV13323, ASV13468, ASV13972, ASV14126, ASV14465, ASV14567, ASV14608, ASV14753, ASV14787, ASV14811, ASV14942, ASV14961, ASV15047, ASV15143, ASV15340, ASV15348, ASV15388, ASV15569, ASV15583, ASV15639, ASV15820, ASV16025, ASV16068, ASV16520, ASV16538, ASV16563, ASV16759, ASV16963, ASV17085, ASV17129, ASV17223, ASV17218, ASV17519, ASV17826, ASV17827, ASV17898, ASV18168, ASV18222, ASV18506, ASV18585, ASV18719, ASV18822, ASV19146, ASV19206, ASV19248, ASV19895
OTU2084	ASV17778
OTU2085	ASV17801
OTU2086	ASV17780
OTU2087	ASV17834
OTU2088	ASV17849
OTU2089	ASV17860, ASV19844
OTU2090	ASV17890
OTU2091	ASV17848
OTU2092	ASV17881
OTU2093	ASV17872
OTU2094	ASV17892, ASV18460, ASV20794, ASV21318
OTU2095	ASV17912
OTU2096	ASV17902
OTU2097	ASV17916, ASV20010
OTU2098	ASV17921, ASV20910
OTU2099	ASV17887
OTU2100	ASV17899, ASV19865
OTU2101	ASV17906
OTU2102	ASV17937
OTU2103	ASV17907
OTU2104	ASV17911
OTU2105	ASV17958
OTU2106	ASV17930, ASV21275
OTU2107	ASV17932
OTU2108	ASV17968, ASV20208, ASV21176
OTU2109	ASV17978
OTU2110	ASV17985
OTU2111	ASV17969
OTU2112	ASV17989
OTU2113	ASV17972
OTU2114	ASV18013
OTU2115	ASV17998
OTU2116	ASV17980, ASV21429
OTU2117	ASV18022
OTU2118	ASV18036
OTU2119	ASV18034
OTU2120	ASV17994
OTU2121	ASV18048, ASV21136
OTU2122	ASV18053, ASV20975
OTU2123	ASV18059
OTU2124	ASV18042
OTU2125	ASV18057
OTU2126	ASV18070, ASV20443
OTU2127	ASV18028, ASV20106
OTU2128	ASV18026
OTU2129	ASV18049
OTU2130	ASV18086
OTU2131	ASV2574, ASV3263, ASV6396, ASV6615, ASV14432, ASV18065
OTU2132	ASV18040
OTU2133	ASV18098
OTU2134	ASV18111
OTU2135	ASV18124
OTU2136	ASV18106
OTU2137	ASV18149
OTU2138	ASV18145
OTU2139	ASV18099
OTU2140	ASV18118
OTU2141	ASV18162
OTU2142	ASV18199, ASV20716
OTU2143	ASV5158, ASV14310, ASV18198
OTU2144	ASV18197
OTU2145	ASV18219
OTU2146	ASV18227
OTU2147	ASV18234
OTU2148	ASV18258
OTU2149	ASV18267
OTU2150	ASV18307
OTU2151	ASV18310
OTU2152	ASV18285, ASV21300
OTU2153	ASV18300
OTU2154	ASV18298
OTU2155	ASV18334
OTU2156	ASV18354, ASV19380
OTU2157	ASV18352
OTU2158	ASV18311
OTU2159	ASV18349
OTU2160	ASV18368
OTU2161	ASV18374, ASV19012, ASV19313, ASV21191
OTU2162	ASV18320, ASV20200, ASV21086
OTU2163	ASV18383
OTU2164	ASV18401
OTU2165	ASV18403, ASV21372
OTU2166	ASV18406
OTU2167	ASV18407
OTU2168	ASV18418
OTU2169	ASV18379
OTU2170	ASV18410
OTU2171	ASV18433
OTU2172	ASV18452
OTU2173	ASV18429
OTU2174	ASV18415
OTU2175	ASV18466
OTU2176	ASV13496, ASV18468, ASV21082
OTU2177	ASV18464, ASV20955
OTU2178	ASV18482
OTU2179	ASV18447
OTU2180	ASV18469
OTU2181	ASV18479
OTU2182	ASV18516, ASV20811
OTU2183	ASV18528
OTU2184	ASV18530
OTU2185	ASV18522, ASV19381
OTU2186	ASV13659, ASV18550, ASV18934
OTU2187	ASV18554, ASV18781, ASV19833, ASV21162
OTU2188	ASV18529, ASV20934
OTU2189	ASV18533
OTU2190	ASV18524
OTU2191	ASV18571
OTU2192	ASV18541
OTU2193	ASV18546
OTU2194	ASV18542
OTU2195	ASV18543
OTU2196	ASV1020, ASV2904, ASV5712, ASV12662, ASV18590, ASV21395
OTU2197	ASV18608
OTU2198	ASV18609, ASV20203
OTU2199	ASV18599, ASV21319
OTU2200	ASV18613
OTU2201	ASV18584
OTU2202	ASV18630
OTU2203	ASV18638
OTU2204	ASV18652
OTU2205	ASV18657
OTU2206	ASV18667
OTU2207	ASV18635
OTU2208	ASV18620
OTU2209	ASV18649, ASV20103
OTU2210	ASV18666
OTU2211	ASV18674
OTU2212	ASV18676
OTU2213	ASV18679
OTU2214	ASV18614, ASV19429
OTU2215	ASV18688, ASV20422
OTU2216	ASV18650
OTU2217	ASV18687
OTU2218	ASV18686
OTU2219	ASV18681
OTU2220	ASV18695
OTU2221	ASV18639
OTU2222	ASV18651
OTU2223	ASV18713
OTU2224	ASV18692, ASV19832
OTU2225	ASV18680, ASV21004
OTU2226	ASV18707
OTU2227	ASV18690, ASV19592
OTU2228	ASV18714
OTU2229	ASV18740
OTU2230	ASV18720
OTU2231	ASV18730
OTU2232	ASV18747
OTU2233	ASV18744
OTU2234	ASV18773
OTU2235	ASV18725
OTU2236	ASV18777
OTU2237	ASV18207, ASV18772
OTU2238	ASV18782
OTU2239	ASV18779
OTU2240	ASV1571, ASV18799
OTU2241	ASV18754
OTU2242	ASV18766
OTU2243	ASV18771
OTU2244	ASV18837
OTU2245	ASV18844
OTU2246	ASV18849
OTU2247	ASV18839
OTU2248	ASV18854
OTU2249	ASV18863
OTU2250	ASV18861
OTU2251	ASV18859
OTU2252	ASV18862
OTU2253	ASV18855, ASV20839
OTU2254	ASV18836
OTU2255	ASV18873
OTU2256	ASV18881
OTU2257	ASV18906, ASV19407
OTU2258	ASV18891
OTU2259	ASV18864, ASV21224
OTU2260	ASV18910
OTU2261	ASV18929
OTU2262	ASV18897
OTU2263	ASV18926, ASV20650, ASV21100
OTU2264	ASV18943, ASV19191
OTU2265	ASV18935
OTU2266	ASV18967
OTU2267	ASV18921, ASV20841
OTU2268	ASV18936
OTU2269	ASV18976
OTU2270	ASV18966
OTU2271	ASV18984, ASV21132
OTU2272	ASV18954
OTU2273	ASV19005, ASV19713
OTU2274	ASV18923
OTU2275	ASV19014
OTU2276	ASV18957
OTU2277	ASV13934, ASV19006, ASV19944
OTU2278	ASV18993
OTU2279	ASV19039
OTU2280	ASV19034, ASV19389
OTU2281	ASV19003
OTU2282	ASV19055
OTU2283	ASV19064, ASV20912
OTU2284	ASV2581, ASV19071
OTU2285	ASV19051
OTU2286	ASV19063
OTU2287	ASV19052
OTU2288	ASV19046
OTU2289	ASV19059
OTU2290	ASV19078, ASV20895
OTU2291	ASV19080
OTU2292	ASV19062
OTU2293	ASV19043
OTU2294	ASV19042
OTU2295	ASV19089
OTU2296	ASV19083
OTU2297	ASV19085
OTU2298	ASV19090
OTU2299	ASV19098
OTU2300	ASV19115
OTU2301	ASV19116
OTU2302	ASV19106
OTU2303	ASV19121
OTU2304	ASV19137
OTU2305	ASV19119, ASV20888
OTU2306	ASV19156
OTU2307	ASV19114
OTU2308	ASV19152
OTU2309	ASV19158, ASV20064
OTU2310	ASV19097, ASV21192
OTU2311	ASV19140
OTU2312	ASV19157
OTU2313	ASV19123
OTU2314	ASV19173
OTU2315	ASV19200, ASV21073
OTU2316	ASV19205
OTU2317	ASV19184
OTU2318	ASV19150, ASV20516
OTU2319	ASV19223
OTU2320	ASV19236
OTU2321	ASV19244, ASV19927
OTU2322	ASV19241
OTU2323	ASV19222
OTU2324	ASV1720, ASV6095, ASV7191, ASV19245
OTU2325	ASV19255
OTU2326	ASV19249, ASV19478
OTU2327	ASV19215
OTU2328	ASV19272
OTU2329	ASV19273
OTU2330	ASV14747, ASV15419, ASV19277
OTU2331	ASV19238
OTU2332	ASV19281
OTU2333	ASV19258
OTU2334	ASV19262
OTU2335	ASV19283
OTU2336	ASV19243, ASV21279
OTU2337	ASV19252
OTU2338	ASV19278
OTU2339	ASV19296
OTU2340	ASV19280
OTU2341	ASV19289
OTU2342	ASV19259
OTU2343	ASV19265
OTU2344	ASV19310, ASV20182
OTU2345	ASV19307
OTU2346	ASV19285
OTU2347	ASV852, ASV19337
OTU2348	ASV19346
OTU2349	ASV19357
OTU2350	ASV19333
OTU2351	ASV19358
OTU2352	ASV19347, ASV20475, ASV21096, ASV21378
OTU2353	ASV19368
OTU2354	ASV19366
OTU2355	ASV19372
OTU2356	ASV19332
OTU2357	ASV19383, ASV19705
OTU2358	ASV19377
OTU2359	ASV19384
OTU2360	ASV19350
OTU2361	ASV19388
OTU2362	ASV19390
OTU2363	ASV19375
OTU2364	ASV19386
OTU2365	ASV19391
OTU2366	ASV19395
OTU2367	ASV19406
OTU2368	ASV19418, ASV20535
OTU2369	ASV19416
OTU2370	ASV19440
OTU2371	ASV19431
OTU2372	ASV19452
OTU2373	ASV19476
OTU2374	ASV19458
OTU2375	ASV19465
OTU2376	ASV9973, ASV19473
OTU2377	ASV19449
OTU2378	ASV19498, ASV21221
OTU2379	ASV19480
OTU2380	ASV19504, ASV19754
OTU2381	ASV19497
OTU2382	ASV19490
OTU2383	ASV19491
OTU2384	ASV19461
OTU2385	ASV19463
OTU2386	ASV19499
OTU2387	ASV19494
OTU2388	ASV3605, ASV14876, ASV15141, ASV16938, ASV18446, ASV19485, ASV20827
OTU2389	ASV19522
OTU2390	ASV19487, ASV20319
OTU2391	ASV19507
OTU2392	ASV19533
OTU2393	ASV19539
OTU2394	ASV19550
OTU2395	ASV19553, ASV20459, ASV20604
OTU2396	ASV19530
OTU2397	ASV19546
OTU2398	ASV19574
OTU2399	ASV19570
OTU2400	ASV19562
OTU2401	ASV19579
OTU2402	ASV19583
OTU2403	ASV19585
OTU2404	ASV19582
OTU2405	ASV19577, ASV20605
OTU2406	ASV19584, ASV20464
OTU2407	ASV19580
OTU2408	ASV19593
OTU2409	ASV19595
OTU2410	ASV1241, ASV5126, ASV19556
OTU2411	ASV19558
OTU2412	ASV19609
OTU2413	ASV19614
OTU2414	ASV19619
OTU2415	ASV19607
OTU2416	ASV19586
OTU2417	ASV19633
OTU2418	ASV19597
OTU2419	ASV19623
OTU2420	ASV19591
OTU2421	ASV19638
OTU2422	ASV19640, ASV20399
OTU2423	ASV19608
OTU2424	ASV19659, ASV20935
OTU2425	ASV19664
OTU2426	ASV19620
OTU2427	ASV19639
OTU2428	ASV19661, ASV20836, ASV20982
OTU2429	ASV19679
OTU2430	ASV19674
OTU2431	ASV19700
OTU2432	ASV19711
OTU2433	ASV19706
OTU2434	ASV19694
OTU2435	ASV19707
OTU2436	ASV19712
OTU2437	ASV19718
OTU2438	ASV19734
OTU2439	ASV19735
OTU2440	ASV19737
OTU2441	ASV19697
OTU2442	ASV19741
OTU2443	ASV19746
OTU2444	ASV19744
OTU2445	ASV19763
OTU2446	ASV19770
OTU2447	ASV19771
OTU2448	ASV19772
OTU2449	ASV19769, ASV20513, ASV20528
OTU2450	ASV19727
OTU2451	ASV19784, ASV20237, ASV20869
OTU2452	ASV19781
OTU2453	ASV19775
OTU2454	ASV19783
OTU2455	ASV19795
OTU2456	ASV19780
OTU2457	ASV19785
OTU2458	ASV19824
OTU2459	ASV6527, ASV17455, ASV19831, ASV20753, ASV21401
OTU2460	ASV19747
OTU2461	ASV19814
OTU2462	ASV18289, ASV19828
OTU2463	ASV19834
OTU2464	ASV19829
OTU2465	ASV19819
OTU2466	ASV19843
OTU2467	ASV19845
OTU2468	ASV19852
OTU2469	ASV19841, ASV21371
OTU2470	ASV19820
OTU2471	ASV19853, ASV20419
OTU2472	ASV19842
OTU2473	ASV10683, ASV19689, ASV19863
OTU2474	ASV19840
OTU2475	ASV19870
OTU2476	ASV19881
OTU2477	ASV19887
OTU2478	ASV19872
OTU2479	ASV19892
OTU2480	ASV19879, ASV20162
OTU2481	ASV19874
OTU2482	ASV19877
OTU2483	ASV19906
OTU2484	ASV19909
OTU2485	ASV19910
OTU2486	ASV19880
OTU2487	ASV19908
OTU2488	ASV19862
OTU2489	ASV19864, ASV20481
OTU2490	ASV19882
OTU2491	ASV19913
OTU2492	ASV19916
OTU2493	ASV19912
OTU2494	ASV19930
OTU2495	ASV19918
OTU2496	ASV19946, ASV20069
OTU2497	ASV19934
OTU2498	ASV19928
OTU2499	ASV19955
OTU2500	ASV19954
OTU2501	ASV19969
OTU2502	ASV19964
OTU2503	ASV19958, ASV21160
OTU2504	ASV15671, ASV19933
OTU2505	ASV19929
OTU2506	ASV19935
OTU2507	ASV19977
OTU2508	ASV19937
OTU2509	ASV19950
OTU2510	ASV20009
OTU2511	ASV20008, ASV20066
OTU2512	ASV20014, ASV21203
OTU2513	ASV20007
OTU2514	ASV20003
OTU2515	ASV20030
OTU2516	ASV20031
OTU2517	ASV20020
OTU2518	ASV20024
OTU2519	ASV20042
OTU2520	ASV20048
OTU2521	ASV20034
OTU2522	ASV20043
OTU2523	ASV20058, ASV20315
OTU2524	ASV20067, ASV20362
OTU2525	ASV20065
OTU2526	ASV20061
OTU2527	ASV20078
OTU2528	ASV20036
OTU2529	ASV20079
OTU2530	ASV20075
OTU2531	ASV16113, ASV16896, ASV20074, ASV20962
OTU2532	ASV20070
OTU2533	ASV20099
OTU2534	ASV20062
OTU2535	ASV20082
OTU2536	ASV20096
OTU2537	ASV20091
OTU2538	ASV20083
OTU2539	ASV20090
OTU2540	ASV20098
OTU2541	ASV20073
OTU2542	ASV20094
OTU2543	ASV20080
OTU2544	ASV20102
OTU2545	ASV20130
OTU2546	ASV20128, ASV21216
OTU2547	ASV20095
OTU2548	ASV20134
OTU2549	ASV20139
OTU2550	ASV20110
OTU2551	ASV20117
OTU2552	ASV20143
OTU2553	ASV20157
OTU2554	ASV20133
OTU2555	ASV20147, ASV21039
OTU2556	ASV20158
OTU2557	ASV20154
OTU2558	ASV20165
OTU2559	ASV20178
OTU2560	ASV20127
OTU2561	ASV20168, ASV20548
OTU2562	ASV20189
OTU2563	ASV20167
OTU2564	ASV20185
OTU2565	ASV20177
OTU2566	ASV20197
OTU2567	ASV20192
OTU2568	ASV20202
OTU2569	ASV20195
OTU2570	ASV20188
OTU2571	ASV20209
OTU2572	ASV20223, ASV21029
OTU2573	ASV20219
OTU2574	ASV20211
OTU2575	ASV20222
OTU2576	ASV20215
OTU2577	ASV20194
OTU2578	ASV773, ASV19651, ASV20229
OTU2579	ASV20225
OTU2580	ASV20210
OTU2581	ASV20224
OTU2582	ASV20231
OTU2583	ASV20186
OTU2584	ASV20244
OTU2585	ASV20247
OTU2586	ASV20213
OTU2587	ASV20216
OTU2588	ASV20268
OTU2589	ASV20270, ASV21083
OTU2590	ASV20269
OTU2591	ASV20267
OTU2592	ASV20256
OTU2593	ASV20265
OTU2594	ASV20274
OTU2595	ASV20248
OTU2596	ASV20282
OTU2597	ASV20273
OTU2598	ASV20281
OTU2599	ASV20299
OTU2600	ASV20271
OTU2601	ASV20318
OTU2602	ASV20313
OTU2603	ASV20311
OTU2604	ASV20280
OTU2605	ASV20298
OTU2606	ASV20293, ASV20468
OTU2607	ASV20304
OTU2608	ASV20305
OTU2609	ASV20333
OTU2610	ASV20327
OTU2611	ASV20301, ASV20407, ASV20613
OTU2612	ASV20322
OTU2613	ASV20345
OTU2614	ASV20356
OTU2615	ASV20360
OTU2616	ASV20359
OTU2617	ASV20353, ASV21120
OTU2618	ASV20328
OTU2619	ASV20354
OTU2620	ASV20355
OTU2621	ASV20344
OTU2622	ASV20352
OTU2623	ASV20348
OTU2624	ASV4943, ASV20375, ASV21262
OTU2625	ASV20376
OTU2626	ASV20372
OTU2627	ASV20388
OTU2628	ASV20381
OTU2629	ASV20374
OTU2630	ASV20365
OTU2631	ASV20420
OTU2632	ASV20413
OTU2633	ASV20424
OTU2634	ASV20414
OTU2635	ASV17816, ASV20405, ASV20756
OTU2636	ASV20403
OTU2637	ASV20432
OTU2638	ASV20418
OTU2639	ASV20427
OTU2640	ASV20429
OTU2641	ASV20438
OTU2642	ASV20440
OTU2643	ASV20441
OTU2644	ASV20433
OTU2645	ASV20444
OTU2646	ASV20417, ASV20745
OTU2647	ASV20454
OTU2648	ASV20434
OTU2649	ASV20451
OTU2650	ASV20431
OTU2651	ASV20465
OTU2652	ASV20452
OTU2653	ASV20448
OTU2654	ASV20428
OTU2655	ASV20460
OTU2656	ASV20476
OTU2657	ASV20478
OTU2658	ASV20497
OTU2659	ASV20482
OTU2660	ASV20455, ASV20539, ASV20965
OTU2661	ASV20498, ASV21375
OTU2662	ASV20505
OTU2663	ASV20496
OTU2664	ASV20503
OTU2665	ASV20510
OTU2666	ASV20512
OTU2667	ASV20508
OTU2668	ASV20446, ASV20565
OTU2669	ASV20515
OTU2670	ASV20514
OTU2671	ASV20489
OTU2672	ASV20525
OTU2673	ASV20493
OTU2674	ASV20541
OTU2675	ASV20550
OTU2676	ASV20551
OTU2677	ASV20560
OTU2678	ASV784, ASV13574, ASV20568, ASV20643, ASV21441
OTU2679	ASV20563
OTU2680	ASV20572, ASV20833
OTU2681	ASV20527
OTU2682	ASV20564
OTU2683	ASV20594
OTU2684	ASV20549
OTU2685	ASV20600
OTU2686	ASV20596
OTU2687	ASV20610
OTU2688	ASV20583
OTU2689	ASV20614
OTU2690	ASV20609
OTU2691	ASV20629
OTU2692	ASV20632
OTU2693	ASV20633
OTU2694	ASV20639
OTU2695	ASV20601
OTU2696	ASV20646
OTU2697	ASV20641
OTU2698	ASV20648
OTU2699	ASV20652
OTU2700	ASV20653
OTU2701	ASV20622
OTU2702	ASV20664
OTU2703	ASV20665
OTU2704	ASV20658
OTU2705	ASV20662
OTU2706	ASV20659
OTU2707	ASV20668, ASV20875
OTU2708	ASV20675
OTU2709	ASV20617
OTU2710	ASV20677
OTU2711	ASV20676
OTU2712	ASV20642
OTU2713	ASV20640
OTU2714	ASV20682
OTU2715	ASV20685
OTU2716	ASV20687
OTU2717	ASV20674
OTU2718	ASV20673
OTU2719	ASV20679
OTU2720	ASV20672
OTU2721	ASV20696
OTU2722	ASV20691
OTU2723	ASV20692
OTU2724	ASV20663
OTU2725	ASV20703
OTU2726	ASV20702
OTU2727	ASV2009, ASV2083, ASV2622, ASV3337, ASV4837, ASV5177, ASV5248, ASV5927, ASV6940, ASV8419, ASV8899, ASV9827, ASV13700, ASV13739, ASV14016, ASV17141, ASV18767, ASV18902, ASV20722
OTU2728	ASV20713
OTU2729	ASV20721
OTU2730	ASV20718
OTU2731	ASV20700
OTU2732	ASV20694
OTU2733	ASV20726
OTU2734	ASV20717
OTU2735	ASV20699
OTU2736	ASV20720
OTU2737	ASV20750
OTU2738	ASV20752, ASV21312
