OTU	ASVs
OTU92	ASV127, ASV232, ASV1956, ASV3277, ASV14848, ASV17738, ASV17770, ASV21225
OTU93	ASV130, ASV15615, ASV21053
OTU94	ASV131, ASV10737
OTU95	ASV96, ASV824, ASV2289, ASV3355, ASV4795, ASV7699, ASV7943, ASV8549, ASV10619, ASV11239, ASV14833, ASV14862, ASV21321
OTU96	ASV141, ASV883, ASV1361, ASV1454, ASV1542, ASV1835, ASV1961, ASV2516, ASV6756, ASV9174, ASV9673, ASV9867, ASV13035, ASV13734, ASV14501, ASV14656, ASV17652, ASV18843
OTU97	ASV135, ASV379, ASV1274, ASV1913, ASV2029, ASV3221, ASV3599, ASV3650, ASV4320, ASV5362, ASV5538, ASV5550, ASV6494, ASV6906, ASV7304, ASV7357, ASV8495, ASV8639, ASV10797, ASV11214, ASV11261, ASV11687, ASV12019, ASV12609, ASV12694, ASV12966, ASV13116, ASV13254, ASV13272, ASV13660, ASV14558, ASV14675, ASV14977, ASV15097, ASV15785, ASV16009, ASV16073, ASV16396, ASV16678, ASV17165, ASV17317, ASV17374, ASV18335, ASV18942, ASV18940, ASV19573, ASV19815, ASV20533, ASV20697, ASV20690, ASV20698, ASV20790, ASV21017, ASV21424
OTU98	ASV145, ASV873, ASV1602
OTU99	ASV128, ASV210, ASV603, ASV1562, ASV4413, ASV14693, ASV14971
OTU100	ASV110, ASV2948, ASV18922
OTU101	ASV134, ASV531, ASV2308, ASV2409, ASV3356, ASV3764, ASV4508, ASV5028, ASV5573, ASV7635, ASV7708, ASV9997, ASV10131, ASV10113, ASV10132, ASV10900, ASV11213, ASV12330, ASV12976, ASV14292, ASV16768, ASV17448, ASV17700, ASV17724, ASV17997, ASV18172, ASV18326, ASV19757, ASV19729
OTU102	ASV153, ASV1763, ASV3022, ASV8754, ASV17988, ASV19110, ASV20946
OTU103	ASV143
OTU104	ASV154, ASV10289, ASV12649, ASV20810
OTU105	ASV157
OTU106	ASV162, ASV1931, ASV16211, ASV20966
OTU107	ASV152, ASV160, ASV243, ASV491, ASV788, ASV927, ASV1118, ASV3371, ASV3796, ASV5084, ASV5874, ASV9865, ASV12381, ASV13410, ASV13821, ASV14116, ASV18237, ASV19229, ASV20119, ASV20863
OTU108	ASV118, ASV18074, ASV21054, ASV21447
OTU109	ASV146, ASV10385, ASV15466, ASV16380, ASV19920, ASV19961, ASV20567
OTU110	ASV156, ASV6198, ASV10061, ASV20542
OTU111	ASV161, ASV372, ASV846, ASV1862, ASV8074, ASV13599, ASV15293, ASV16399, ASV19922
OTU112	ASV165, ASV200, ASV20547, ASV21446
OTU113	ASV151, ASV517, ASV528, ASV935, ASV908, ASV959, ASV1281, ASV1363, ASV1408, ASV1815, ASV1951, ASV2150, ASV2352, ASV2402, ASV2661, ASV3149, ASV3425, ASV3498, ASV3974, ASV4660, ASV4909, ASV5298, ASV6166, ASV6389, ASV8052, ASV8350, ASV9896, ASV10376, ASV10466, ASV10608, ASV10756, ASV10898, ASV10910, ASV11220, ASV11975, ASV12509, ASV12573, ASV12991, ASV13737, ASV14346, ASV14478, ASV14578, ASV14666, ASV14739, ASV15544, ASV15586, ASV16155, ASV16289, ASV16464, ASV16502, ASV16640, ASV16808, ASV16923, ASV17440, ASV17680, ASV17651, ASV18058, ASV18020, ASV18080, ASV18357, ASV18780, ASV18765, ASV18850, ASV19182, ASV20463, ASV20729
OTU114	ASV163
OTU115	ASV170, ASV21384
OTU116	ASV171, ASV20593
OTU117	ASV138, ASV181, ASV8471, ASV9141, ASV9545, ASV10680, ASV13106, ASV14135
OTU118	ASV133, ASV439, ASV520, ASV539, ASV905, ASV1066, ASV1128, ASV1174, ASV1246, ASV1401, ASV2200, ASV2411, ASV2615, ASV2711, ASV3332, ASV3354, ASV3555, ASV3664, ASV3996, ASV4079, ASV4160, ASV4292, ASV4346, ASV6491, ASV6732, ASV8531, ASV8878, ASV10196, ASV10485, ASV10889, ASV11129, ASV11365, ASV11751, ASV11843, ASV11992, ASV12003, ASV12073, ASV12322, ASV12610, ASV13597, ASV13730, ASV13728, ASV13987, ASV15090, ASV15135, ASV16979, ASV17663, ASV21239, ASV21264
OTU119	ASV166, ASV374
OTU120	ASV112, ASV5492, ASV8590, ASV11208, ASV11326, ASV19410, ASV20712
OTU121	ASV180, ASV1227, ASV9584, ASV9687, ASV10810, ASV19396, ASV19576, ASV19965, ASV20391, ASV21048
OTU122	ASV174, ASV1279
OTU123	ASV172, ASV1402, ASV18899
OTU124	ASV158, ASV252, ASV454, ASV506, ASV743, ASV1861, ASV2058, ASV2137, ASV9066, ASV14902, ASV16208, ASV16321
OTU125	ASV150, ASV1272, ASV1434, ASV1504, ASV2180, ASV2374, ASV2518, ASV3186, ASV3577, ASV4784, ASV5604, ASV6146, ASV6549, ASV6595, ASV6681, ASV8271, ASV8519, ASV8805, ASV10098, ASV11513, ASV12410, ASV13020, ASV13335, ASV13326, ASV14136, ASV14160, ASV14298, ASV16616, ASV17074, ASV17253, ASV17532, ASV18130, ASV18734, ASV19033, ASV19392, ASV19394, ASV20059, ASV20398, ASV21456
OTU126	ASV175, ASV186, ASV809, ASV1131, ASV1540, ASV1545, ASV2610, ASV3346, ASV6544, ASV6784, ASV7338, ASV7641, ASV12756, ASV15531, ASV16351, ASV17191, ASV18739, ASV19526, ASV19658, ASV19999, ASV20183, ASV20456, ASV21141
OTU127	ASV176
OTU128	ASV189, ASV715, ASV808, ASV1059, ASV2466, ASV5025, ASV6558, ASV6597, ASV9009, ASV10354, ASV12830, ASV19860
OTU129	ASV196, ASV2288, ASV9882, ASV13823, ASV16049, ASV18238, ASV21267
OTU130	ASV194, ASV5323, ASV8968, ASV13166, ASV13363, ASV20206
OTU131	ASV188, ASV1890, ASV21095, ASV21109, ASV21170
OTU132	ASV198, ASV1139, ASV1405, ASV2793, ASV4116, ASV7190, ASV7740, ASV8260, ASV8488, ASV9902, ASV11001, ASV12625, ASV14785, ASV16689, ASV19942
OTU133	ASV168
OTU134	ASV191, ASV4351, ASV11519
OTU135	ASV205, ASV433, ASV1254, ASV7714, ASV18986
OTU136	ASV178, ASV11394, ASV12523, ASV18437
OTU137	ASV199
OTU138	ASV209, ASV288, ASV2514, ASV5949, ASV6183, ASV6755, ASV8522, ASV12441, ASV17077, ASV17359, ASV19029, ASV20552, ASV21016
OTU139	ASV202, ASV1718, ASV1976, ASV3598, ASV4376, ASV6991, ASV8162, ASV8396, ASV9130, ASV9069, ASV10192, ASV10602, ASV11850, ASV19163, ASV19148, ASV20150
OTU140	ASV185, ASV1708, ASV1687
OTU141	ASV207, ASV6504, ASV9389, ASV11258, ASV19212, ASV20587
OTU142	ASV211, ASV446, ASV582, ASV815, ASV992, ASV1510, ASV3633, ASV3702, ASV4331, ASV4384, ASV5670, ASV7409, ASV7726, ASV8544, ASV9320, ASV10776, ASV10871, ASV11512, ASV11496, ASV13014, ASV13791, ASV14490, ASV14703, ASV14716, ASV14930, ASV15652, ASV16423, ASV16815, ASV17419, ASV17714, ASV18448, ASV18817, ASV20142, ASV20199, ASV21402
OTU143	ASV179, ASV8262
OTU144	ASV167, ASV886, ASV1900, ASV2362, ASV2570, ASV3522, ASV4340, ASV4523, ASV4793, ASV4871, ASV5460, ASV5655, ASV5804, ASV6014, ASV8480, ASV8486, ASV9504, ASV10703, ASV11249, ASV11752, ASV13676, ASV14829, ASV14931, ASV15460, ASV17061, ASV17925, ASV18708, ASV20367, ASV20559, ASV20845
OTU145	ASV214, ASV782, ASV5896, ASV5954, ASV8911, ASV10191, ASV21391
OTU146	ASV228, ASV3216, ASV3963, ASV7555, ASV8618, ASV17112
OTU147	ASV215, ASV20131
OTU148	ASV227, ASV552
OTU149	ASV224, ASV6098
OTU150	ASV192, ASV234, ASV1238, ASV1508, ASV1773, ASV11400, ASV15903, ASV17467, ASV18751
OTU151	ASV212, ASV350, ASV400, ASV963, ASV1121, ASV1841, ASV1903, ASV2619, ASV2844, ASV2986, ASV3168, ASV3850, ASV3948, ASV4593, ASV4686, ASV4900, ASV5032, ASV5129, ASV5644, ASV6265, ASV6528, ASV6532, ASV6932, ASV6978, ASV7459, ASV7704, ASV7674, ASV7973, ASV7974, ASV8194, ASV8351, ASV8485, ASV8699, ASV9134, ASV9366, ASV9787, ASV10374, ASV10415, ASV10614, ASV10722, ASV11395, ASV11452, ASV11949, ASV12284, ASV12360, ASV12851, ASV12868, ASV13006, ASV13110, ASV13881, ASV14020, ASV14539, ASV14737, ASV14843, ASV14897, ASV15608, ASV15857, ASV16868, ASV16885, ASV17471, ASV17640, ASV17725, ASV18018, ASV18761, ASV19187, ASV19165, ASV19545, ASV19957
OTU152	ASV219, ASV382, ASV565, ASV995, ASV20846
OTU153	ASV203, ASV638, ASV1022, ASV1212, ASV2470, ASV3241, ASV3499, ASV3806, ASV5039, ASV5226, ASV5773, ASV7474, ASV7698, ASV8669, ASV9597, ASV10299, ASV11768, ASV13167, ASV15295, ASV17156, ASV18535, ASV19792, ASV19873, ASV20878
OTU154	ASV222, ASV340, ASV2309, ASV12718, ASV14221, ASV15292, ASV20611
OTU155	ASV233, ASV7650, ASV20332
OTU156	ASV206, ASV242, ASV2072, ASV12650, ASV20261
OTU157	ASV217
OTU158	ASV239
OTU159	ASV221, ASV19622
OTU160	ASV223, ASV1682, ASV2030, ASV4210, ASV6085, ASV11441, ASV15763, ASV19344
OTU161	ASV241, ASV1164, ASV5196, ASV9312, ASV14093, ASV14384, ASV15286, ASV15681, ASV20544, ASV21330
OTU162	ASV251, ASV11360, ASV16646
OTU163	ASV216, ASV276, ASV485, ASV8505, ASV12858, ASV14589, ASV18047, ASV20770, ASV20905
OTU164	ASV246, ASV9424
OTU165	ASV244, ASV489, ASV19657, ASV19736
OTU166	ASV237
OTU167	ASV258, ASV1107, ASV1124, ASV2957, ASV5064, ASV5462, ASV6097, ASV6728, ASV6899, ASV7243, ASV8114, ASV8877, ASV9341, ASV9700, ASV10224, ASV10594, ASV10793, ASV12211, ASV13087, ASV13076, ASV13348, ASV14006, ASV15285, ASV15501, ASV16042, ASV16809, ASV16970, ASV17456, ASV18337, ASV18392, ASV18670, ASV18898, ASV19019
OTU168	ASV230, ASV2053, ASV6452, ASV12169, ASV13753, ASV14184, ASV15868
OTU169	ASV229, ASV822, ASV998, ASV1910, ASV2184, ASV3967, ASV3969, ASV9709, ASV12246, ASV16944, ASV18109, ASV18537, ASV20612
OTU170	ASV248, ASV3452, ASV15877, ASV21450
OTU171	ASV236, ASV20175
OTU172	ASV245, ASV9708
OTU173	ASV218
OTU174	ASV250
OTU175	ASV266, ASV588
OTU176	ASV270, ASV641, ASV947, ASV12122, ASV12629
OTU177	ASV253, ASV1056, ASV4797, ASV6992, ASV10590, ASV10789, ASV11016, ASV11998, ASV14338, ASV15014, ASV15275, ASV16366, ASV17371, ASV18119, ASV18852, ASV19378, ASV21012, ASV21190
OTU178	ASV263, ASV19728
OTU179	ASV260, ASV600, ASV1077, ASV1473, ASV2617, ASV15873, ASV18426, ASV21180, ASV21419
OTU180	ASV249, ASV1144, ASV2008, ASV2234
OTU181	ASV235, ASV1109, ASV3769, ASV4727, ASV7782, ASV9809, ASV14443, ASV16053, ASV18244
OTU182	ASV269
OTU183	ASV268, ASV1049, ASV3310, ASV3981, ASV4171, ASV5805, ASV5941, ASV6498, ASV9394, ASV9538, ASV11348, ASV12049, ASV12207, ASV14757, ASV16450, ASV16528, ASV18024, ASV19427, ASV20831, ASV21290, ASV21444
OTU184	ASV254, ASV1849, ASV6044, ASV12962
OTU185	ASV274, ASV4589, ASV4996, ASV7757, ASV8338, ASV10707, ASV17423
OTU186	ASV255, ASV1391, ASV2650, ASV3358, ASV4204, ASV9856, ASV10211, ASV10807, ASV14319, ASV15697, ASV17088, ASV17691, ASV18962, ASV19297, ASV19868, ASV20408
OTU187	ASV284, ASV4516, ASV7550
OTU188	ASV287, ASV3161, ASV4524, ASV5071, ASV7043, ASV11720, ASV15603, ASV20410
OTU189	ASV286, ASV487, ASV1266, ASV2859, ASV3580, ASV6163, ASV6369, ASV7946, ASV8034, ASV8032, ASV10517, ASV11131, ASV11537, ASV11724, ASV12009, ASV12124, ASV12436, ASV12775, ASV13566, ASV13750, ASV13893, ASV14118, ASV14835, ASV15698, ASV17687, ASV18196, ASV19555, ASV19587, ASV20122, ASV20575, ASV20557, ASV20621, ASV21310
OTU190	ASV279, ASV343, ASV929, ASV3342, ASV12586, ASV15678, ASV17424
OTU191	ASV259, ASV10223
OTU192	ASV273
OTU193	ASV285, ASV392, ASV6631, ASV12827, ASV13339, ASV17153, ASV20105, ASV21018
OTU194	ASV262, ASV2644, ASV3990, ASV4347, ASV9980, ASV13587, ASV14031, ASV15926, ASV19773, ASV19990, ASV20765, ASV21023
OTU195	ASV282, ASV3353, ASV5083, ASV7827, ASV17936, ASV19175, ASV20719
OTU196	ASV301, ASV436, ASV880, ASV1018, ASV4230, ASV17886
OTU197	ASV292, ASV513, ASV685, ASV2385, ASV3378, ASV5320, ASV6619, ASV7434, ASV7709, ASV8413, ASV8563, ASV8648, ASV10465, ASV11611, ASV15934, ASV19749, ASV19800
OTU198	ASV303, ASV337, ASV1329, ASV7101, ASV9761, ASV17385, ASV18997, ASV20880, ASV20927
OTU199	ASV302, ASV6799
OTU200	ASV295, ASV1301, ASV2252, ASV2268, ASV9060, ASV12102, ASV16241, ASV17188, ASV17477
OTU201	ASV296, ASV3987, ASV12891, ASV13520, ASV14939, ASV20523
OTU202	ASV294, ASV479, ASV5756, ASV7435, ASV10060, ASV11024, ASV13994, ASV14469, ASV17883, ASV18735
OTU203	ASV264, ASV4798, ASV10396, ASV19290, ASV20461, ASV21150, ASV21440
OTU204	ASV298, ASV309, ASV370, ASV819, ASV912, ASV1008, ASV1292, ASV1440, ASV1385, ASV2467, ASV3066, ASV3451, ASV5413, ASV5969, ASV8824, ASV9055, ASV9868, ASV10304, ASV12444, ASV13532, ASV13664, ASV13947, ASV15622, ASV15878, ASV20017, ASV20057, ASV20545, ASV20746
OTU205	ASV291, ASV700, ASV1426, ASV4873, ASV7352, ASV8492, ASV11025, ASV11071, ASV12636, ASV12782, ASV13563, ASV15356, ASV17987, ASV18602, ASV19805, ASV20442
OTU206	ASV278, ASV395, ASV3694
OTU207	ASV310, ASV832, ASV6661, ASV15316, ASV18177, ASV20171
OTU208	ASV316, ASV750, ASV910, ASV7632, ASV9899, ASV13371, ASV15265, ASV17505, ASV18325, ASV19169, ASV19610
OTU209	ASV319, ASV12069
OTU210	ASV305, ASV795, ASV2238, ASV11966
OTU211	ASV315, ASV1816, ASV3085, ASV6438, ASV7917, ASV13960, ASV17226, ASV17757, ASV19343, ASV19985, ASV19975, ASV20867, ASV21003
OTU212	ASV300
OTU213	ASV320, ASV424, ASV1210, ASV21367
OTU214	ASV322, ASV1594, ASV8778, ASV13596, ASV13742, ASV13818, ASV14853, ASV16336, ASV17527, ASV19459, ASV20321, ASV21423
OTU215	ASV311, ASV837, ASV1707, ASV2276, ASV2450, ASV4215, ASV14095
OTU216	ASV313
OTU217	ASV317, ASV975, ASV2313, ASV2901, ASV3737, ASV4289, ASV5794, ASV8196, ASV8479, ASV10099, ASV12260, ASV12980, ASV14041, ASV16612, ASV17198, ASV19531, ASV19660, ASV21366
OTU218	ASV297, ASV928, ASV5208, ASV5590, ASV10358, ASV14580, ASV15040, ASV16680, ASV19509
OTU219	ASV321, ASV697, ASV3550, ASV12416, ASV12582, ASV15136
OTU220	ASV336, ASV2813, ASV5465, ASV5760, ASV6378, ASV6677, ASV6977, ASV8033, ASV11984, ASV14649, ASV19745, ASV20576
OTU221	ASV290
OTU222	ASV332, ASV18785
OTU223	ASV306, ASV15302
OTU224	ASV345, ASV2663, ASV5338, ASV6560, ASV6540, ASV7869, ASV13415, ASV15297, ASV18848, ASV20255
OTU225	ASV318, ASV18079
OTU226	ASV330, ASV1297, ASV2195, ASV7296, ASV9352
OTU227	ASV339, ASV1325, ASV1380, ASV2597, ASV4420, ASV4690, ASV6907, ASV7818, ASV8700, ASV8726, ASV8916, ASV9159, ASV9417, ASV9529, ASV10518, ASV12199, ASV12643, ASV12777, ASV12843, ASV13300, ASV13708, ASV13709, ASV15188, ASV16092, ASV16375, ASV16574, ASV16969, ASV17631, ASV19666, ASV20570, ASV20680
OTU228	ASV335, ASV707, ASV7224, ASV8682, ASV10482, ASV13028, ASV15577, ASV19967
OTU229	ASV347, ASV630, ASV933, ASV1079, ASV3108, ASV7631, ASV9796, ASV12780, ASV17206, ASV18733, ASV18871, ASV19171, ASV19719, ASV19830, ASV19924, ASV21323
OTU230	ASV312, ASV605, ASV9339, ASV14754
OTU231	ASV352, ASV601, ASV7707, ASV15306, ASV16368, ASV17020, ASV20245
OTU232	ASV356, ASV1255, ASV10389, ASV12511, ASV13141, ASV17798, ASV18396, ASV20492
OTU233	ASV357, ASV20595
OTU234	ASV338, ASV1026, ASV9816, ASV10852, ASV13640, ASV15230
OTU235	ASV364, ASV2188, ASV11668, ASV12334, ASV14366
OTU236	ASV307, ASV13196, ASV19471
OTU237	ASV353, ASV12061, ASV17463
OTU238	ASV334, ASV21077
OTU239	ASV367, ASV4897, ASV7251, ASV9258, ASV9993, ASV11707, ASV13364, ASV15216, ASV20258
OTU240	ASV349, ASV20532
OTU241	ASV358, ASV522, ASV915, ASV979, ASV1138, ASV3046, ASV3357, ASV5127, ASV7169, ASV7678, ASV9555, ASV9845, ASV9978, ASV11289, ASV11635, ASV11729, ASV11769, ASV12245, ASV12648, ASV13735, ASV15218, ASV16024, ASV16149, ASV16739, ASV17235, ASV17854, ASV17922, ASV18202, ASV18284, ASV18444, ASV18644, ASV19133, ASV19758, ASV20920, ASV21175, ASV21281, ASV21335
OTU242	ASV363, ASV1224, ASV2282, ASV11225, ASV15258, ASV20049
OTU243	ASV355, ASV19268
OTU244	ASV371, ASV1497, ASV1924, ASV2298, ASV5463, ASV5987, ASV6887, ASV10199, ASV10263, ASV11373, ASV16540, ASV16816, ASV16899, ASV17126, ASV18108, ASV19759, ASV20573
OTU245	ASV380, ASV843, ASV6482, ASV20876
OTU246	ASV378, ASV1309, ASV11502
OTU247	ASV359
OTU248	ASV373, ASV19564, ASV19889, ASV20474
OTU249	ASV348, ASV592, ASV2163
OTU250	ASV325, ASV368, ASV3656, ASV7898, ASV9888, ASV10720, ASV14119, ASV14301, ASV14309, ASV19766, ASV21445
OTU251	ASV390, ASV4446
OTU252	ASV393, ASV518, ASV609, ASV1135, ASV4137, ASV6426, ASV6840, ASV7804, ASV8317, ASV8489, ASV8587, ASV10724, ASV14277, ASV15488, ASV15479, ASV17067, ASV19008, ASV19812, ASV20897
OTU253	ASV384, ASV4901, ASV17237, ASV19493, ASV19752, ASV20758, ASV21240
OTU254	ASV376
OTU255	ASV386, ASV540, ASV12740, ASV16179, ASV19155
OTU256	ASV351, ASV1964, ASV10755
OTU257	ASV388, ASV8612
OTU258	ASV394, ASV3471
OTU259	ASV405, ASV1817, ASV8728, ASV18675, ASV20259
OTU260	ASV399, ASV709, ASV20537
OTU261	ASV389, ASV2737, ASV4907, ASV13108, ASV21328
OTU262	ASV404, ASV2237
OTU263	ASV411, ASV1776, ASV20823
OTU264	ASV412, ASV5203, ASV6156
OTU265	ASV381, ASV1289, ASV3535, ASV11439, ASV11816, ASV12578, ASV12607, ASV14345, ASV15476, ASV18271, ASV18309, ASV20436, ASV20738, ASV21254
OTU266	ASV415, ASV940, ASV20174, ASV21339
OTU267	ASV408, ASV3787, ASV9338, ASV13336
OTU268	ASV422, ASV427, ASV887, ASV1160, ASV3438, ASV4382, ASV4999, ASV7701, ASV12196, ASV12644, ASV14061, ASV14324, ASV14667, ASV15013, ASV15824, ASV15919, ASV18355, ASV19514, ASV20382, ASV20775
OTU269	ASV414, ASV8766
OTU270	ASV413
OTU271	ASV428
OTU272	ASV410, ASV7906, ASV12040, ASV14516, ASV20114, ASV20801
OTU273	ASV403, ASV12514
OTU274	ASV430, ASV587, ASV1000, ASV9864, ASV13463, ASV17183, ASV19685, ASV19726
OTU275	ASV402, ASV10204, ASV20733
OTU276	ASV397, ASV438, ASV1275, ASV1347, ASV3665, ASV3715, ASV7963, ASV10909, ASV11253, ASV12977, ASV13164, ASV14083, ASV14839, ASV17462, ASV20204
OTU277	ASV416, ASV841, ASV1499, ASV6988, ASV8272, ASV21207
OTU278	ASV417, ASV1650
OTU279	ASV440, ASV19945, ASV20136
OTU280	ASV401, ASV5333, ASV19751
OTU281	ASV383, ASV1538, ASV2094, ASV3003, ASV3532, ASV4650, ASV4910, ASV6028, ASV7450, ASV11075, ASV13011, ASV14185, ASV14844, ASV16732
OTU282	ASV442, ASV1177, ASV3488, ASV5739, ASV8041, ASV14397, ASV14965, ASV16105, ASV16115, ASV20695
OTU283	ASV445, ASV3359, ASV3973, ASV13968, ASV14112, ASV16378, ASV21324
OTU284	ASV455, ASV17699
OTU285	ASV448
OTU286	ASV443, ASV2811, ASV2749, ASV8953, ASV9003, ASV10360, ASV11596, ASV19235
OTU287	ASV464
OTU288	ASV472, ASV21409
OTU289	ASV452, ASV9322, ASV16486
OTU290	ASV469, ASV556, ASV1955, ASV6522, ASV8731, ASV10495, ASV13315, ASV20913, ASV21341
OTU291	ASV435
OTU292	ASV470, ASV1233, ASV2776, ASV7750, ASV11072, ASV12248, ASV12778, ASV16861, ASV17673, ASV19612, ASV21185
OTU293	ASV420, ASV549, ASV640, ASV713, ASV901, ASV2709, ASV3405, ASV4758, ASV5278, ASV6201, ASV6757, ASV7745, ASV7962, ASV10690, ASV13879, ASV15211, ASV15654, ASV15927, ASV16572, ASV17349, ASV18413, ASV18402, ASV18903, ASV18977, ASV19176, ASV19495, ASV19919
OTU294	ASV426, ASV10446, ASV18046, ASV18526
OTU295	ASV450, ASV2693, ASV3131, ASV7379, ASV15847, ASV17857, ASV19915, ASV19959
OTU296	ASV460, ASV475, ASV594, ASV1009, ASV1695, ASV2026, ASV4639, ASV6762, ASV7178, ASV8175, ASV15016
OTU297	ASV458, ASV493, ASV21252
OTU298	ASV429, ASV3487, ASV9606, ASV11076
OTU299	ASV477, ASV19439
OTU300	ASV434, ASV2125, ASV6108, ASV6356, ASV6616, ASV7646, ASV10794, ASV12677, ASV12879, ASV13674, ASV15048, ASV15704, ASV16544, ASV17071, ASV17578, ASV17626, ASV19031, ASV19738, ASV20089
OTU301	ASV463, ASV595, ASV615, ASV716, ASV2784, ASV3545, ASV7189, ASV11068, ASV11884, ASV14619, ASV17055, ASV17379, ASV17955, ASV19349, ASV19444, ASV20526, ASV20767
OTU302	ASV478, ASV546, ASV1378, ASV6258, ASV7128, ASV7783, ASV13046, ASV15876, ASV17511, ASV18589, ASV18853, ASV19035, ASV20169, ASV20426
OTU303	ASV490, ASV523, ASV560, ASV801, ASV874, ASV1042, ASV1047, ASV1054, ASV1119, ASV1167, ASV1294, ASV1306, ASV1364, ASV1351, ASV1355, ASV1381, ASV1470, ASV1492, ASV1591, ASV1624, ASV1672, ASV1714, ASV1729, ASV1796, ASV1826, ASV1839, ASV1894, ASV1912, ASV2059, ASV2209, ASV2272, ASV2336, ASV2329, ASV2364, ASV2367, ASV2511, ASV2552, ASV2616, ASV2636, ASV2654, ASV2785, ASV2809, ASV2877, ASV2946, ASV2992, ASV3020, ASV3047, ASV3070, ASV3112, ASV3143, ASV3164, ASV3197, ASV3252, ASV3366, ASV3388, ASV3387, ASV3453, ASV3556, ASV3565, ASV3691, ASV3711, ASV3826, ASV3873, ASV3897, ASV3935, ASV4054, ASV4143, ASV4168, ASV4206, ASV4257, ASV4259, ASV4301, ASV4555, ASV4552, ASV4587, ASV4746, ASV4754, ASV4790, ASV4811, ASV4880, ASV4956, ASV4961, ASV5044, ASV5112, ASV5122, ASV5180, ASV5305, ASV5308, ASV5300, ASV5376, ASV5399, ASV5422, ASV5425, ASV5434, ASV5466, ASV5488, ASV5506, ASV5684, ASV5749, ASV5790, ASV5795, ASV5801, ASV5864, ASV5945, ASV5979, ASV5996, ASV6006, ASV6150, ASV6311, ASV6355, ASV6400, ASV6459, ASV6454, ASV6523, ASV6566, ASV6667, ASV6782, ASV6877, ASV7172, ASV7477, ASV7479, ASV7539, ASV7532, ASV7601, ASV7649, ASV8040, ASV8107, ASV8367, ASV8571, ASV8617, ASV8660, ASV8723, ASV8787, ASV9031, ASV9331, ASV9343, ASV9406, ASV9836, ASV9876, ASV9984, ASV10049, ASV10237, ASV10260, ASV10424, ASV10432, ASV10571, ASV10693, ASV10742, ASV10790, ASV10940, ASV11349, ASV11773, ASV12010, ASV12270, ASV12366, ASV12494, ASV12833, ASV12894, ASV13143, ASV13222, ASV13249, ASV13313, ASV13527, ASV13704, ASV13775, ASV13871, ASV13913, ASV13944, ASV14145, ASV14138, ASV14342, ASV14506, ASV14672, ASV14687, ASV14791, ASV14816, ASV14966, ASV15187, ASV15328, ASV15579, ASV15585, ASV15895, ASV16197, ASV16237, ASV16299, ASV16350, ASV16534, ASV16615, ASV16790, ASV16990, ASV17052, ASV17220, ASV17252, ASV17404, ASV17489, ASV17743, ASV17769, ASV17900, ASV17965, ASV18067, ASV18147, ASV18137, ASV18340, ASV18384, ASV18395, ASV18476, ASV18711, ASV19060, ASV19361, ASV20132, ASV21247
OTU304	ASV466, ASV2626, ASV7410, ASV17154
OTU305	ASV457, ASV624, ASV3333, ASV4721, ASV8812, ASV11236, ASV14923, ASV17450, ASV19629
OTU306	ASV494
OTU307	ASV456, ASV5170, ASV6011, ASV9648, ASV9891
OTU308	ASV462, ASV1277, ASV11257, ASV20138
OTU309	ASV474, ASV1758, ASV8494, ASV10708, ASV12477, ASV15674, ASV16231, ASV17917, ASV20999
OTU310	ASV496, ASV18594, ASV19295
OTU311	ASV495, ASV622, ASV4115, ASV7223, ASV10409, ASV12375, ASV14143, ASV17470, ASV18064, ASV19154
OTU312	ASV453, ASV989, ASV1525, ASV5297, ASV9348, ASV9599, ASV13995, ASV14165, ASV15420, ASV18394, ASV19334
OTU313	ASV500, ASV5277, ASV12371, ASV17380
