#OTUID	taxonomy
ASV8202	k__Fungi;p__Basidiobolomycota;c__Basidiobolomycetes;o__Basidiobolales;f__Basidiobolaceae;g__Basidiobolus;s__Basidiobolus ranarum
ASV8204	k__;p__;c__;o__;f__;g__;s__
ASV8208	k__;p__;c__;o__;f__;g__;s__
ASV8209	k__;p__;c__;o__;f__;g__;s__
ASV8211	k__;p__;c__;o__;f__;g__;s__
ASV8212	k__;p__;c__;o__;f__;g__;s__
ASV8213	k__;p__;c__;o__;f__;g__;s__
ASV8214	k__Fungi;p__Ascomycota
ASV8216	k__;p__;c__;o__;f__;g__;s__
ASV8217	k__;p__;c__;o__;f__;g__;s__
ASV8218	k__;p__;c__;o__;f__;g__;s__
ASV8221	k__;p__;c__;o__;f__;g__;s__
ASV8222	k__;p__;c__;o__;f__;g__;s__
ASV8223	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium oxysporum
ASV8226	k__;p__;c__;o__;f__;g__;s__
ASV8228	k__;p__;c__;o__;f__;g__;s__
ASV8230	k__;p__;c__;o__;f__;g__;s__
ASV8231	k__;p__;c__;o__;f__;g__;s__
ASV8232	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Rhinocladiella
ASV8233	k__;p__;c__;o__;f__;g__;s__
ASV8234	k__;p__;c__;o__;f__;g__;s__
ASV8237	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Bulleromyces
ASV8239	k__;p__;c__;o__;f__;g__;s__
ASV8240	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Proteales;f__Platanaceae;g__Platanus;s__Platanus racemosa
ASV8241	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Rhinocladiella
ASV8242	k__;p__;c__;o__;f__;g__;s__
ASV8243	k__;p__;c__;o__;f__;g__;s__
ASV8244	k__Rhizaria;p__Cercozoa
ASV8245	k__;p__;c__;o__;f__;g__;s__
ASV8246	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Savoryellales
ASV8247	k__;p__;c__;o__;f__;g__;s__
ASV8248	k__;p__;c__;o__;f__;g__;s__
ASV8249	k__;p__;c__;o__;f__;g__;s__
ASV8250	k__;p__;c__;o__;f__;g__;s__
ASV8251	k__;p__;c__;o__;f__;g__;s__
ASV8253	k__;p__;c__;o__;f__;g__;s__
ASV8255	k__;p__;c__;o__;f__;g__;s__
ASV8256	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Ramalinaceae;g__Bacidina;s__Bacidina ramea
ASV8257	k__;p__;c__;o__;f__;g__;s__
ASV8258	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Acarosporales;f__Acarosporaceae
ASV8260	k__;p__;c__;o__;f__;g__;s__
ASV8261	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales
ASV8262	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__Toxicocladosporium glendoranum
ASV8263	k__;p__;c__;o__;f__;g__;s__
ASV8264	k__;p__;c__;o__;f__;g__;s__
ASV8265	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV8266	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium
ASV8267	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium oxysporum
ASV8269	k__Fungi;p__Basidiomycota
ASV8270	k__Fungi;p__Ascomycota
ASV8271	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
ASV8272	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV8273	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Rhinocladiella
ASV8275	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Lobosporangium;s__Lobosporangium transversale
ASV8276	k__;p__;c__;o__;f__;g__;s__
ASV8278	k__;p__;c__;o__;f__;g__;s__
ASV8280	k__;p__;c__;o__;f__;g__;s__
ASV8281	k__Fungi;p__Ascomycota;c__Eurotiomycetes
ASV8288	k__Fungi;p__Basidiobolomycota;c__Basidiobolomycetes;o__Basidiobolales;f__Basidiobolaceae;g__Basidiobolus;s__Basidiobolus ranarum
ASV8290	k__Fungi;p__Ascomycota
ASV8292	k__;p__;c__;o__;f__;g__;s__
ASV8293	k__;p__;c__;o__;f__;g__;s__
ASV8294	k__;p__;c__;o__;f__;g__;s__
ASV8295	k__;p__;c__;o__;f__;g__;s__
ASV8297	k__;p__;c__;o__;f__;g__;s__
ASV8298	k__;p__;c__;o__;f__;g__;s__
ASV8300	k__;p__;c__;o__;f__;g__;s__
ASV8301	k__;p__;c__;o__;f__;g__;s__
ASV8302	k__;p__;c__;o__;f__;g__;s__
ASV8303	k__;p__;c__;o__;f__;g__;s__
ASV8305	k__;p__;c__;o__;f__;g__;s__
ASV8306	k__;p__;c__;o__;f__;g__;s__
ASV8307	k__;p__;c__;o__;f__;g__;s__
ASV8308	k__;p__;c__;o__;f__;g__;s__
ASV8310	k__;p__;c__;o__;f__;g__;s__
ASV8311	k__;p__;c__;o__;f__;g__;s__
ASV8314	k__;p__;c__;o__;f__;g__;s__
ASV8315	k__;p__;c__;o__;f__;g__;s__
ASV8317	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV8319	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Populocrescentia;s__Populocrescentia forlicesenensis
ASV8320	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
ASV8322	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__;f__;g__Curvibasidium;s__Curvibasidium cygneicollum
ASV8324	k__Fungi;p__Ascomycota;c__Dothideomycetes
ASV8325	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Acarosporales;f__Acarosporaceae
ASV8327	k__;p__;c__;o__;f__;g__;s__
ASV8328	k__;p__;c__;o__;f__;g__;s__
ASV8329	k__;p__;c__;o__;f__;g__;s__
ASV8330	k__;p__;c__;o__;f__;g__;s__
ASV8331	k__;p__;c__;o__;f__;g__;s__
ASV8332	k__;p__;c__;o__;f__;g__;s__
ASV8333	k__;p__;c__;o__;f__;g__;s__
ASV8334	k__;p__;c__;o__;f__;g__;s__
ASV8335	k__;p__;c__;o__;f__;g__;s__
ASV8336	k__;p__;c__;o__;f__;g__;s__
ASV8337	k__;p__;c__;o__;f__;g__;s__
ASV8338	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia
ASV8339	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia
ASV8340	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales
ASV8341	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales
ASV8342	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium pulvericola
ASV8343	k__;p__;c__;o__;f__;g__;s__
ASV8344	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium oxysporum
ASV8345	k__;p__;c__;o__;f__;g__;s__
ASV8346	k__;p__;c__;o__;f__;g__;s__
ASV8347	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
ASV8349	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales
ASV8350	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria chlamydosporigena
ASV8351	k__Fungi;p__Ascomycota
ASV8352	k__;p__;c__;o__;f__;g__;s__
ASV8353	k__;p__;c__;o__;f__;g__;s__
ASV8354	k__;p__;c__;o__;f__;g__;s__
ASV8355	k__;p__;c__;o__;f__;g__;s__
ASV8356	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Rhinocladiella
ASV8361	k__;p__;c__;o__;f__;g__;s__
ASV8364	k__;p__;c__;o__;f__;g__;s__
ASV8365	k__;p__;c__;o__;f__;g__;s__
ASV8366	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Acarosporales;f__Acarosporaceae
ASV8367	k__;p__;c__;o__;f__;g__;s__
ASV8368	k__;p__;c__;o__;f__;g__;s__
ASV8369	k__Fungi;p__Ascomycota
ASV8370	k__Rhizaria;p__Cercozoa
ASV8373	k__;p__;c__;o__;f__;g__;s__
ASV8375	k__;p__;c__;o__;f__;g__;s__
ASV8378	k__;p__;c__;o__;f__;g__;s__
ASV8379	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium oxysporum
ASV8381	k__;p__;c__;o__;f__;g__;s__
ASV8382	k__;p__;c__;o__;f__;g__;s__
ASV8383	k__;p__;c__;o__;f__;g__;s__
ASV8384	k__Fungi;p__Ascomycota
ASV8385	k__;p__;c__;o__;f__;g__;s__
ASV8386	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales
ASV8389	k__;p__;c__;o__;f__;g__;s__
ASV8390	k__;p__;c__;o__;f__;g__;s__
ASV8391	k__;p__;c__;o__;f__;g__;s__
ASV8393	k__;p__;c__;o__;f__;g__;s__
ASV8394	k__;p__;c__;o__;f__;g__;s__
ASV8395	k__;p__;c__;o__;f__;g__;s__
ASV8396	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Knufia
ASV8399	k__;p__;c__;o__;f__;g__;s__
ASV8400	k__;p__;c__;o__;f__;g__;s__
ASV8401	k__;p__;c__;o__;f__;g__;s__
ASV8404	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Extremaceae
ASV8405	k__;p__;c__;o__;f__;g__;s__
ASV8407	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Rhinocladiella
ASV8408	k__Fungi;p__Basidiomycota
ASV8409	k__;p__;c__;o__;f__;g__;s__
ASV8410	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Trichosphaeriales;f__Trichosphaeriaceae;g__Nigrospora
ASV8411	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Querciphoma;s__Querciphoma carteri
ASV8412	k__;p__;c__;o__;f__;g__;s__
ASV8413	k__Fungi;p__Ascomycota
ASV8414	k__;p__;c__;o__;f__;g__;s__
ASV8415	k__;p__;c__;o__;f__;g__;s__
ASV8416	k__;p__;c__;o__;f__;g__;s__
ASV8417	k__;p__;c__;o__;f__;g__;s__
ASV8419	k__;p__;c__;o__;f__;g__;s__
ASV8420	k__;p__;c__;o__;f__;g__;s__
ASV8421	k__;p__;c__;o__;f__;g__;s__
ASV8422	k__;p__;c__;o__;f__;g__;s__
ASV8423	k__;p__;c__;o__;f__;g__;s__
ASV8426	k__;p__;c__;o__;f__;g__;s__
ASV8431	k__;p__;c__;o__;f__;g__;s__
ASV8433	k__;p__;c__;o__;f__;g__;s__
ASV8434	k__;p__;c__;o__;f__;g__;s__
ASV8435	k__;p__;c__;o__;f__;g__;s__
ASV8437	k__;p__;c__;o__;f__;g__;s__
ASV8438	k__;p__;c__;o__;f__;g__;s__
ASV8443	k__;p__;c__;o__;f__;g__;s__
ASV8445	k__Fungi;p__Ascomycota
ASV8448	k__;p__;c__;o__;f__;g__;s__
ASV8449	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV8450	k__;p__;c__;o__;f__;g__;s__
ASV8451	k__;p__;c__;o__;f__;g__;s__
ASV8452	k__;p__;c__;o__;f__;g__;s__
ASV8454	k__;p__;c__;o__;f__;g__;s__
ASV8456	k__;p__;c__;o__;f__;g__;s__
ASV8458	k__;p__;c__;o__;f__;g__;s__
ASV8459	k__;p__;c__;o__;f__;g__;s__
ASV8461	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Pseudotricharina
ASV8463	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Proteales;f__Platanaceae;g__Platanus;s__Platanus wrightii
ASV8464	k__;p__;c__;o__;f__;g__;s__
ASV8466	k__;p__;c__;o__;f__;g__;s__
ASV8467	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Extremaceae;g__Petrophila
ASV8468	k__;p__;c__;o__;f__;g__;s__
ASV8469	k__;p__;c__;o__;f__;g__;s__
ASV8471	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Togniniales;f__Togniniaceae;g__Phaeoacremonium
ASV8473	k__;p__;c__;o__;f__;g__;s__
ASV8475	k__;p__;c__;o__;f__;g__;s__
ASV8476	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria
ASV8477	k__;p__;c__;o__;f__;g__;s__
ASV8478	k__;p__;c__;o__;f__;g__;s__
ASV8479	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecideales;f__Lecideaceae;g__Lecidea;s__Lecidea cancriformis
ASV8480	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecideales;f__Lecideaceae;g__Lecidea
ASV8481	k__;p__;c__;o__;f__;g__;s__
ASV8482	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae
ASV8483	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Lecanoraceae;g__Carbonea;s__Carbonea vorticosa
ASV8485	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Leptosphaerulina
ASV8486	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecideales;f__Lecideaceae;g__Lecidea
ASV8487	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Extremaceae;g__Vermiconia
ASV8488	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Thermoascaceae;g__Byssochlamys
ASV8489	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV8490	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Mycoacia;s__Mycoacia aurea
ASV8492	k__Fungi;p__Ascomycota
ASV8493	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Lecanoraceae;g__Carbonea;s__Carbonea vorticosa
ASV8494	k__Fungi;p__;c__;o__;f__;g__;s__
ASV8495	k__Fungi;p__Ascomycota
ASV8496	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Acarosporales;f__Acarosporaceae
ASV8497	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Teratosphaeriaceae;g__Friedmanniomyces;s__Friedmanniomyces endolithicus
ASV8498	k__;p__;c__;o__;f__;g__;s__
ASV8500	k__;p__;c__;o__;f__;g__;s__
ASV8502	k__;p__;c__;o__;f__;g__;s__
ASV8503	k__;p__;c__;o__;f__;g__;s__
ASV8505	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Stagonospora
ASV8506	k__;p__;c__;o__;f__;g__;s__
ASV8509	k__;p__;c__;o__;f__;g__;s__
ASV8510	k__;p__;c__;o__;f__;g__;s__
ASV8511	k__;p__;c__;o__;f__;g__;s__
ASV8514	k__;p__;c__;o__;f__;g__;s__
ASV8516	k__;p__;c__;o__;f__;g__;s__
ASV8517	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium oxysporum
ASV8519	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
ASV8522	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV8523	k__;p__;c__;o__;f__;g__;s__
ASV8526	k__;p__;c__;o__;f__;g__;s__
ASV8528	k__;p__;c__;o__;f__;g__;s__
ASV8529	k__;p__;c__;o__;f__;g__;s__
ASV8530	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Sclerostagonospora
ASV8531	k__Fungi;p__Ascomycota;c__Lichinomycetes;o__Lichinales;f__Peltulaceae;g__Peltula;s__Peltula radicata
ASV8532	k__;p__;c__;o__;f__;g__;s__
ASV8533	k__;p__;c__;o__;f__;g__;s__
ASV8535	k__;p__;c__;o__;f__;g__;s__
ASV8536	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Acarosporales;f__Acarosporaceae
ASV8537	k__;p__;c__;o__;f__;g__;s__
ASV8539	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales
ASV8540	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales
ASV8543	k__;p__;c__;o__;f__;g__;s__
ASV8544	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Clarireedia;s__Clarireedia bennettii
ASV8546	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae
ASV8547	k__;p__;c__;o__;f__;g__;s__
ASV8548	k__;p__;c__;o__;f__;g__;s__
ASV8549	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales
ASV8550	k__;p__;c__;o__;f__;g__;s__
ASV8551	k__Fungi;p__Blastocladiomycota
ASV8552	k__Fungi;p__Ascomycota
ASV8553	k__Fungi;p__Ascomycota
ASV8554	k__Fungi;p__Ascomycota
ASV8555	k__Fungi;p__Basidiomycota
ASV8556	k__Fungi;p__Ascomycota
ASV8557	k__;p__;c__;o__;f__;g__;s__
ASV8558	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Neosartorya
ASV8559	k__;p__;c__;o__;f__;g__;s__
ASV8561	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Gliomastix
ASV8562	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Pseudotricharina
ASV8563	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus sclerotiorum
ASV8564	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae
ASV8565	k__;p__;c__;o__;f__;g__;s__
ASV8571	k__;p__;c__;o__;f__;g__;s__
ASV8572	k__;p__;c__;o__;f__;g__;s__
ASV8576	k__;p__;c__;o__;f__;g__;s__
ASV8578	k__;p__;c__;o__;f__;g__;s__
ASV8579	k__;p__;c__;o__;f__;g__;s__
ASV8581	k__;p__;c__;o__;f__;g__;s__
ASV8584	k__;p__;c__;o__;f__;g__;s__
ASV8587	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV8588	k__;p__;c__;o__;f__;g__;s__
ASV8589	k__;p__;c__;o__;f__;g__;s__
ASV8590	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium
ASV8591	k__;p__;c__;o__;f__;g__;s__
ASV8592	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Nigrogranaceae;g__Nigrograna;s__Nigrograna fuscidula
ASV8594	k__;p__;c__;o__;f__;g__;s__
ASV8596	k__;p__;c__;o__;f__;g__;s__
ASV8599	k__;p__;c__;o__;f__;g__;s__
ASV8601	k__;p__;c__;o__;f__;g__;s__
ASV8603	k__;p__;c__;o__;f__;g__;s__
ASV8604	k__;p__;c__;o__;f__;g__;s__
ASV8605	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium oxysporum
ASV8606	k__;p__;c__;o__;f__;g__;s__
ASV8607	k__;p__;c__;o__;f__;g__;s__
ASV8612	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia
ASV8613	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Pseudotricharina
ASV8616	k__;p__;c__;o__;f__;g__;s__
ASV8617	k__;p__;c__;o__;f__;g__;s__
ASV8618	k__Fungi;p__;c__;o__;f__;g__;s__
ASV8619	k__;p__;c__;o__;f__;g__;s__
ASV8620	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia
ASV8625	k__;p__;c__;o__;f__;g__;s__
ASV8629	k__Fungi;p__Ascomycota
ASV8633	k__Fungi;p__;c__;o__;f__;g__;s__
ASV8635	k__;p__;c__;o__;f__;g__;s__
ASV8637	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Rutstroemiaceae;g__Lambertella;s__Lambertella palmeri
ASV8638	k__;p__;c__;o__;f__;g__;s__
ASV8639	k__Fungi;p__Ascomycota
ASV8640	k__;p__;c__;o__;f__;g__;s__
ASV8643	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Erythrobasidiales;f__Erythrobasidiaceae;g__Erythrobasidium;s__Erythrobasidium hasegawae
ASV8644	k__;p__;c__;o__;f__;g__;s__
ASV8645	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Thermoascaceae;g__Byssochlamys
ASV8648	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus sclerotiorum
ASV8649	k__;p__;c__;o__;f__;g__;s__
ASV8651	k__;p__;c__;o__;f__;g__;s__
ASV8653	k__;p__;c__;o__;f__;g__;s__
ASV8654	k__;p__;c__;o__;f__;g__;s__
ASV8656	k__;p__;c__;o__;f__;g__;s__
ASV8657	k__;p__;c__;o__;f__;g__;s__
ASV8658	k__;p__;c__;o__;f__;g__;s__
ASV8660	k__;p__;c__;o__;f__;g__;s__
ASV8663	k__;p__;c__;o__;f__;g__;s__
ASV8664	k__;p__;c__;o__;f__;g__;s__
ASV8665	k__;p__;c__;o__;f__;g__;s__
ASV8666	k__;p__;c__;o__;f__;g__;s__
ASV8669	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria
ASV8671	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia;s__Periconia celtidis
ASV8672	k__;p__;c__;o__;f__;g__;s__
ASV8674	k__;p__;c__;o__;f__;g__;s__
ASV8675	k__;p__;c__;o__;f__;g__;s__
ASV8676	k__;p__;c__;o__;f__;g__;s__
ASV8679	k__;p__;c__;o__;f__;g__;s__
ASV8680	k__;p__;c__;o__;f__;g__;s__
ASV8681	k__;p__;c__;o__;f__;g__;s__
ASV8682	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Podosporaceae
ASV8686	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV8688	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleraceae;g__Bullera;s__Bullera alba
ASV8689	k__;p__;c__;o__;f__;g__;s__
ASV8691	k__;p__;c__;o__;f__;g__;s__
ASV8694	k__;p__;c__;o__;f__;g__;s__
ASV8695	k__Fungi;p__;c__;o__;f__;g__;s__
ASV8699	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Nothophoma;s__Nothophoma gossypiicola
ASV8700	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV8701	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales
ASV8703	k__;p__;c__;o__;f__;g__;s__
ASV8705	k__;p__;c__;o__;f__;g__;s__
ASV8707	k__;p__;c__;o__;f__;g__;s__
ASV8709	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV8714	k__;p__;c__;o__;f__;g__;s__
ASV8715	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
ASV8717	k__;p__;c__;o__;f__;g__;s__
ASV8719	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Lecanoraceae;g__Carbonea;s__Carbonea vorticosa
ASV8721	k__;p__;c__;o__;f__;g__;s__
ASV8722	k__;p__;c__;o__;f__;g__;s__
ASV8723	k__;p__;c__;o__;f__;g__;s__
ASV8724	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia
ASV8726	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV8727	k__Fungi;p__Basidiomycota;c__Agaricomycetes
ASV8728	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV8729	k__;p__;c__;o__;f__;g__;s__
ASV8730	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Rhinocladiella
ASV8731	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Neocucurbitaria;s__Neocucurbitaria juglandicola
ASV8732	k__;p__;c__;o__;f__;g__;s__
ASV8733	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Acarosporales;f__Acarosporaceae
ASV8738	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV8739	k__;p__;c__;o__;f__;g__;s__
ASV8741	k__;p__;c__;o__;f__;g__;s__
ASV8742	k__;p__;c__;o__;f__;g__;s__
ASV8744	k__;p__;c__;o__;f__;g__;s__
ASV8747	k__;p__;c__;o__;f__;g__;s__
ASV8749	k__;p__;c__;o__;f__;g__;s__
ASV8750	k__;p__;c__;o__;f__;g__;s__
ASV8751	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria
ASV8752	k__Fungi;p__Ascomycota
ASV8753	k__;p__;c__;o__;f__;g__;s__
ASV8754	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria eureka
ASV8756	k__;p__;c__;o__;f__;g__;s__
ASV8757	k__;p__;c__;o__;f__;g__;s__
ASV8759	k__;p__;c__;o__;f__;g__;s__
ASV8761	k__;p__;c__;o__;f__;g__;s__
ASV8762	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Thermoascaceae;g__Byssochlamys
